,County,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
1864,2670,43600,45700,43000,43700,44300,45900,47000,48700,2100,-2700,700,600,1600,1100,1700,4.816513761,-5.90809628,1.627906977,1.372997712,3.611738149,2.396514161,3.617021277
1865,2010,78300,76900,74400,75100,76400,80400,83500,86600,-1400,-2500,700,1300,4000,3100,3100,-1.787994891,-3.250975293,0.940860215,1.7310253,5.235602094,3.855721393,3.71257485
1866,794,103800,105900,108000,108700,110800,117500,119800,125000,2100,2100,700,2100,6700,2300,5200,2.023121387,1.983002833,0.648148148,1.931922723,6.046931408,1.957446809,4.340567613
1867,1389,113500,118600,116600,123500,132600,137500,144500,148600,5100,-2000,6900,9100,4900,7000,4100,4.49339207,-1.686340641,5.917667238,7.368421053,3.695324284,5.090909091,2.837370242
1868,1352,79000,78400,77000,82900,80100,73200,77400,79700,-600,-1400,5900,-2800,-6900,4200,2300,-0.759493671,-1.785714286,7.662337662,-3.377563329,-8.61423221,5.737704918,2.971576227
1869,897,164700,168400,158600,159000,167600,168500,172700,174700,3700,-9800,400,8600,900,4200,2000,2.246508804,-5.819477435,0.25220681,5.408805031,0.53699284,2.492581602,1.158077591
1870,109,248700,237500,230400,230900,236000,234800,244100,252400,-11200,-7100,500,5100,-1200,9300,8300,-4.503417772,-2.989473684,0.217013889,2.208748376,-0.508474576,3.960817717,3.400245801
1871,1192,125100,108600,97700,102100,119500,129300,144000,163500,-16500,-10900,4400,17400,9800,14700,19500,-13.18944844,-10.03683241,4.503582395,17.04211557,8.20083682,11.36890951,13.54166667
1872,1987,86900,86100,83600,83500,84000,85100,86600,89700,-800,-2500,-100,500,1100,1500,3100,-0.920598389,-2.903600465,-0.119617225,0.598802395,1.30952381,1.762632197,3.579676674
1873,1841,152300,161700,153800,151600,152100,152600,165800,176600,9400,-7900,-2200,500,500,13200,10800,6.17202889,-4.8855906,-1.430429129,0.329815303,0.328731098,8.650065531,6.513872135
1874,2304,93841,84008,78568,77459,82389,86420,86030,91454,-9833,-5440,-1109,4930,4031,-390,5424,-10.47836234,-6.475573755,-1.411516139,6.364657432,4.892643435,-0.451284425,6.304777403
1875,464,119600,117800,116200,112600,114100,121600,123600,131900,-1800,-1600,-3600,1500,7500,2000,8300,-1.505016722,-1.358234295,-3.098106713,1.332149201,6.57318142,1.644736842,6.715210356
1876,40,215300,208500,199900,205900,217700,227700,240200,258000,-6800,-8600,6000,11800,10000,12500,17800,-3.158383651,-4.12470024,3.00150075,5.730937348,4.593477262,5.489679403,7.410491257
1877,1724,135100,119600,107800,121000,125800,127000,137000,145600,-15500,-11800,13200,4800,1200,10000,8600,-11.47298298,-9.866220736,12.24489796,3.966942149,0.953895072,7.874015748,6.277372263
1878,1625,117042,117021,111220,111728,117339,127414,140392,158299,-21,-5801,508,5611,10075,12978,17907,-0.017942277,-4.957229899,0.456752383,5.022017757,8.586233051,10.18569388,12.75500028
1879,484,41900,51900,52800,56500,57700,67600,76100,78000,10000,900,3700,1200,9900,8500,1900,23.86634845,1.734104046,7.007575758,2.123893805,17.15771231,12.5739645,2.496714849
1880,1448,90700,83100,74100,76900,80700,83600,86200,89200,-7600,-9000,2800,3800,2900,2600,3000,-8.379272326,-10.83032491,3.778677463,4.941482445,3.593556382,3.110047847,3.480278422
1881,1449,122700,121900,121100,123500,129900,138500,148700,159500,-800,-800,2400,6400,8600,10200,10800,-0.65199674,-0.656275636,1.981833196,5.182186235,6.62047729,7.364620939,7.262945528
1882,537,177200,173800,164000,170900,173900,180500,187900,200400,-3400,-9800,6900,3000,6600,7400,12500,-1.918735892,-5.638665132,4.207317073,1.755412522,3.795284646,4.099722992,6.652474721
1883,1582,132395,130677,127306,131187,138209,148151,156435,166295,-1718,-3371,3881,7022,9942,8284,9860,-1.297632086,-2.579642936,3.048560162,5.352664517,7.193453393,5.591592362,6.302937322
1884,2863,59500,62200,61100,65400,71400,76700,79900,81300,2700,-1100,4300,6000,5300,3200,1400,4.537815126,-1.768488746,7.037643208,9.174311927,7.422969188,4.172099087,1.752190238
1885,2285,96800,100200,93900,94000,93100,96000,102600,108900,3400,-6300,100,-900,2900,6600,6300,3.512396694,-6.28742515,0.106496273,-0.957446809,3.114930183,6.875,6.140350877
1886,1503,235700,227400,221000,234300,261500,279000,304800,321400,-8300,-6400,13300,27200,17500,25800,16600,-3.521425541,-2.814423923,6.018099548,11.60904823,6.692160612,9.247311828,5.446194226
1887,1392,132300,124100,105300,107600,122400,137600,153300,159200,-8200,-18800,2300,14800,15200,15700,5900,-6.198034769,-15.14907333,2.184235518,13.75464684,12.41830065,11.40988372,3.848662753
1888,363,179900,168600,156200,157200,165500,163600,171300,180900,-11300,-12400,1000,8300,-1900,7700,9600,-6.281267371,-7.354685647,0.640204866,5.279898219,-1.148036254,4.706601467,5.604203152
1889,740,65200,65900,64700,64300,64900,66900,67600,69400,700,-1200,-400,600,2000,700,1800,1.073619632,-1.820940819,-0.618238022,0.933125972,3.081664099,1.046337818,2.662721893
1890,1476,156600,180300,187700,214700,225100,227200,230700,222300,23700,7400,27000,10400,2100,3500,-8400,15.13409962,4.10427066,14.38465637,4.843968328,0.932918703,1.540492958,-3.641092328
1891,2676,47900,47300,46500,49900,56900,62600,74500,80400,-600,-800,3400,7000,5700,11900,5900,-1.252609603,-1.691331924,7.311827957,14.02805611,10.01757469,19.00958466,7.919463087
1892,1650,74800,69900,63600,62300,66100,69300,70800,71500,-4900,-6300,-1300,3800,3200,1500,700,-6.550802139,-9.012875536,-2.044025157,6.099518459,4.841149773,2.164502165,0.988700565
1893,2781,76100,63400,55600,47500,49500,47000,41400,49400,-12700,-7800,-8100,2000,-2500,-5600,8000,-16.68856767,-12.30283912,-14.56834532,4.210526316,-5.050505051,-11.91489362,19.3236715
1894,625,147500,146700,146500,149600,149000,153300,160800,171300,-800,-200,3100,-600,4300,7500,10500,-0.542372881,-0.136332652,2.116040956,-0.401069519,2.88590604,4.892367906,6.529850746
1895,2502,58200,58700,59400,60600,60100,60300,60500,62200,500,700,1200,-500,200,200,1700,0.859106529,1.192504259,2.02020202,-0.825082508,0.332778702,0.331674959,2.809917355
1896,2684,79200,78400,78300,78300,78300,78400,78400,81900,-800,-100,0,0,100,0,3500,-1.01010101,-0.12755102,0,0,0.127713921,0,4.464285714
1897,342,139800,138500,132700,132600,134500,139600,152200,160600,-1300,-5800,-100,1900,5100,12600,8400,-0.929899857,-4.187725632,-0.07535795,1.432880845,3.791821561,9.025787966,5.519053876
1898,1707,144800,139500,136900,136500,137700,143700,149200,156000,-5300,-2600,-400,1200,6000,5500,6800,-3.660220994,-1.863799283,-0.292184076,0.879120879,4.357298475,3.827418232,4.557640751
1899,1537,114900,119000,110000,107400,112600,112000,120200,122700,4100,-9000,-2600,5200,-600,8200,2500,3.568320279,-7.56302521,-2.363636364,4.841713222,-0.53285968,7.321428571,2.079866889
1900,345,238800,221700,202800,197300,198100,208200,207000,205300,-17100,-18900,-5500,800,10100,-1200,-1700,-7.16080402,-8.525033829,-2.712031558,0.405473898,5.098435134,-0.576368876,-0.821256039
1901,493,186400,182100,177900,182800,184800,186400,188000,193600,-4300,-4200,4900,2000,1600,1600,5600,-2.306866953,-2.306425041,2.75435638,1.094091904,0.865800866,0.858369099,2.978723404
1902,198,163300,160600,160000,166600,168100,174800,184000,196600,-2700,-600,6600,1500,6700,9200,12600,-1.653398653,-0.373599004,4.125,0.900360144,3.985722784,5.263157895,6.847826087
1903,1599,68343,69374,66034,72238,73908,72863,71487,73292,1031,-3340,6204,1670,-1045,-1376,1805,1.508567081,-4.814483812,9.395160069,2.311802652,-1.413920009,-1.888475632,2.524934603
1904,1615,72100,71000,71200,70100,72600,74500,77500,84500,-1100,200,-1100,2500,1900,3000,7000,-1.525658807,0.281690141,-1.54494382,3.566333809,2.61707989,4.026845638,9.032258065
1905,717,183300,178300,176500,181300,182600,187900,187000,192000,-5000,-1800,4800,1300,5300,-900,5000,-2.727768685,-1.009534492,2.719546742,0.717043574,2.902519168,-0.47897818,2.673796791
1906,1482,133400,132700,131000,132600,144600,141900,149700,150600,-700,-1700,1600,12000,-2700,7800,900,-0.524737631,-1.281085154,1.221374046,9.049773756,-1.867219917,5.496828753,0.601202405
1907,1819,285200,268400,262600,274400,297800,313000,334400,362600,-16800,-5800,11800,23400,15200,21400,28200,-5.890603086,-2.1609538,4.493526276,8.527696793,5.104096709,6.837060703,8.433014354
1908,845,173100,173300,163300,156100,165800,176600,195100,213500,200,-10000,-7200,9700,10800,18500,18400,0.11554015,-5.77034045,-4.409063074,6.213965407,6.513872135,10.47565119,9.431060994
1909,1873,114209,111231,105634,109835,110847,119110,122933,127961,-2978,-5597,4201,1012,8263,3823,5028,-2.607500285,-5.031870612,3.976939243,0.921382073,7.454419154,3.20963815,4.090032782
1910,2390,154100,152300,152000,156300,158500,160800,164000,168500,-1800,-300,4300,2200,2300,3200,4500,-1.16807268,-0.196979645,2.828947368,1.407549584,1.451104101,1.990049751,2.743902439
1911,206,136400,129100,124900,131500,135500,141500,146700,157400,-7300,-4200,6600,4000,6000,5200,10700,-5.351906158,-3.253292022,5.284227382,3.041825095,4.42804428,3.674911661,7.293796864
1912,1801,90700,80100,71900,72300,74300,78600,83600,92300,-10600,-8200,400,2000,4300,5000,8700,-11.68687982,-10.2372035,0.556328234,2.766251729,5.787348587,6.361323155,10.40669856
1913,2228,112700,112200,119400,123200,119400,123500,131200,137500,-500,7200,3800,-3800,4100,7700,6300,-0.443655723,6.417112299,3.182579564,-3.084415584,3.433835846,6.234817814,4.801829268
1914,2037,99400,92000,88500,90000,88700,92300,93200,97000,-7400,-3500,1500,-1300,3600,900,3800,-7.444668008,-3.804347826,1.694915254,-1.444444444,4.058624577,0.975081257,4.077253219
1915,1550,63800,63100,63400,63600,64300,66200,68700,70800,-700,300,200,700,1900,2500,2100,-1.097178683,0.475435816,0.315457413,1.100628931,2.954898911,3.776435045,3.056768559
1916,283,166400,158100,146600,151900,158500,158300,159900,172700,-8300,-11500,5300,6600,-200,1600,12800,-4.987980769,-7.273877293,3.615279673,4.344963792,-0.126182965,1.010739103,8.005003127
1917,183,220300,211500,197800,213600,232400,237100,249800,261300,-8800,-13700,15800,18800,4700,12700,11500,-3.994552882,-6.477541371,7.987866532,8.801498127,2.022375215,5.356389709,4.603682946
1918,2168,59000,55500,50200,54300,51900,59900,59800,53000,-3500,-5300,4100,-2400,8000,-100,-6800,-5.93220339,-9.54954955,8.167330677,-4.419889503,15.41425819,-0.166944908,-11.37123746
1919,921,190200,149400,132400,141400,140100,145400,153400,157900,-40800,-17000,9000,-1300,5300,8000,4500,-21.4511041,-11.37884873,6.797583082,-0.919377652,3.783012134,5.502063274,2.933507171
1920,506,128500,127700,124100,124600,127400,127100,132000,135300,-800,-3600,500,2800,-300,4900,3300,-0.622568093,-2.819107283,0.402900886,2.247191011,-0.235478807,3.855232101,2.5
1921,516,90700,91600,90200,90000,100500,103800,104200,112000,900,-1400,-200,10500,3300,400,7800,0.992282249,-1.528384279,-0.22172949,11.66666667,3.28358209,0.385356455,7.485604607
1922,587,83400,82500,81900,75800,79400,77700,76800,82800,-900,-600,-6100,3600,-1700,-900,6000,-1.079136691,-0.727272727,-7.448107448,4.749340369,-2.141057935,-1.158301158,7.8125
1923,87,260200,239500,230500,245800,274600,291900,330900,371100,-20700,-9000,15300,28800,17300,39000,40200,-7.955418909,-3.75782881,6.637744035,11.71684296,6.300072833,13.36073998,12.1486854
1924,201,110200,117500,114100,121100,124200,128600,131100,131900,7300,-3400,7000,3100,4400,2500,800,6.624319419,-2.893617021,6.134969325,2.559867878,3.542673108,1.944012442,0.610221205
1925,313,301800,293300,282000,290600,293300,297300,308300,321900,-8500,-11300,8600,2700,4000,11000,13600,-2.816434725,-3.852710535,3.04964539,0.929112182,1.36379134,3.699966364,4.411287707
1926,320,121800,127000,121800,125100,125200,126600,130700,134300,5200,-5200,3300,100,1400,4100,3600,4.269293924,-4.094488189,2.709359606,0.079936051,1.118210863,3.238546603,2.754399388
1927,1684,131300,128000,128900,132600,140100,149500,160600,173500,-3300,900,3700,7500,9400,11100,12900,-2.513328256,0.703125,2.870442203,5.656108597,6.709493219,7.424749164,8.03237858
1928,1308,223200,205900,198500,188500,204200,218500,229500,248600,-17300,-7400,-10000,15700,14300,11000,19100,-7.750896057,-3.593977659,-5.037783375,8.328912467,7.002938296,5.034324943,8.322440087
1929,558,124700,124100,118600,123500,122400,121700,125600,127800,-600,-5500,4900,-1100,-700,3900,2200,-0.481154771,-4.43190975,4.13153457,-0.890688259,-0.571895425,3.204601479,1.751592357
1930,532,187500,184600,185400,185600,184300,189600,191600,193400,-2900,800,200,-1300,5300,2000,1800,-1.546666667,0.433369447,0.107874865,-0.700431034,2.875746066,1.054852321,0.939457203
1931,304,195500,190700,184700,178100,187400,193000,202700,222600,-4800,-6000,-6600,9300,5600,9700,19900,-2.455242967,-3.146303094,-3.573362209,5.221785514,2.988260406,5.025906736,9.817464233
1932,115,192500,175900,156000,173000,216300,243300,277000,305200,-16600,-19900,17000,43300,27000,33700,28200,-8.623376623,-11.31324616,10.8974359,25.02890173,12.48266297,13.85121249,10.18050542
1933,1206,164400,164000,159600,175000,197000,211900,226100,241700,-400,-4400,15400,22000,14900,14200,15600,-0.243309002,-2.682926829,9.649122807,12.57142857,7.563451777,6.701274186,6.899601946
1934,586,228000,220700,209400,206600,210000,213300,219200,225400,-7300,-11300,-2800,3400,3300,5900,6200,-3.201754386,-5.120072497,-1.337153773,1.645692159,1.571428571,2.766057196,2.828467153
1935,122,232700,226500,216700,221700,230700,236100,246700,262000,-6200,-9800,5000,9000,5400,10600,15300,-2.664374731,-4.326710817,2.307337333,4.059539919,2.340702211,4.489623041,6.201864613
1936,573,116400,113700,111800,111200,112500,118300,120400,125600,-2700,-1900,-600,1300,5800,2100,5200,-2.319587629,-1.671064204,-0.53667263,1.169064748,5.155555556,1.775147929,4.318936877
1937,856,119600,117200,112800,111700,110100,113200,118200,119900,-2400,-4400,-1100,-1600,3100,5000,1700,-2.006688963,-3.754266212,-0.975177305,-1.432408236,2.815622162,4.416961131,1.438240271
1938,2028,87063,84052,80533,78702,83157,86391,89579,97139,-3011,-3519,-1831,4455,3234,3188,7560,-3.458415171,-4.186693951,-2.273602126,5.660593123,3.889029186,3.690199211,8.439478003
1939,1445,85600,83700,80500,80000,79600,68300,77400,79400,-1900,-3200,-500,-400,-11300,9100,2000,-2.219626168,-3.823178017,-0.621118012,-0.5,-14.1959799,13.32357247,2.583979328
1940,2069,87200,80500,72900,68100,68000,66400,66800,70700,-6700,-7600,-4800,-100,-1600,400,3900,-7.683486239,-9.440993789,-6.58436214,-0.146842878,-2.352941176,0.602409639,5.838323353
1941,1159,41800,31500,26100,30200,36400,44700,52100,56300,-10300,-5400,4100,6200,8300,7400,4200,-24.64114833,-17.14285714,15.70881226,20.52980132,22.8021978,16.55480984,8.061420345
1942,2239,87100,96800,81700,83300,80400,80900,88100,94300,9700,-15100,1600,-2900,500,7200,6200,11.13662457,-15.59917355,1.958384333,-3.481392557,0.621890547,8.899876391,7.037457435
1943,321,83700,80400,85400,77300,79200,78300,79600,79900,-3300,5000,-8100,1900,-900,1300,300,-3.94265233,6.218905473,-9.484777518,2.457956016,-1.136363636,1.660280971,0.376884422
1944,392,104200,105900,105000,107200,108300,111000,114200,117800,1700,-900,2200,1100,2700,3200,3600,1.631477927,-0.849858357,2.095238095,1.026119403,2.493074792,2.882882883,3.152364273
1945,340,113400,111200,109200,114100,116900,119700,123500,131000,-2200,-2000,4900,2800,2800,3800,7500,-1.940035273,-1.798561151,4.487179487,2.45398773,2.395209581,3.174603175,6.072874494
1946,570,146500,143200,136500,141800,141100,141400,146900,141400,-3300,-6700,5300,-700,300,5500,-5500,-2.252559727,-4.67877095,3.882783883,-0.493653032,0.212615167,3.889674682,-3.744043567
1947,1903,52200,54400,56600,61500,59400,62300,67600,70600,2200,2200,4900,-2100,2900,5300,3000,4.214559387,4.044117647,8.657243816,-3.414634146,4.882154882,8.507223114,4.437869822
1948,664,71206,75958,72859,71277,72978,67772,74596,78821,4752,-3099,-1582,1701,-5206,6824,4225,6.673594922,-4.079886253,-2.171317202,2.386464077,-7.133656718,10.06905507,5.663842565
1949,903,147700,138100,131200,132100,132300,134400,138200,142800,-9600,-6900,900,200,2100,3800,4600,-6.499661476,-4.996379435,0.68597561,0.151400454,1.587301587,2.827380952,3.328509407
1950,1671,63700,64100,64600,65100,66800,68300,68600,67000,400,500,500,1700,1500,300,-1600,0.627943485,0.780031201,0.773993808,2.611367127,2.245508982,0.439238653,-2.332361516
1951,1240,117700,115800,103600,103100,113300,115900,121600,129600,-1900,-12200,-500,10200,2600,5700,8000,-1.614273577,-10.53540587,-0.482625483,9.893307468,2.294792586,4.918032787,6.578947368
1952,1245,172700,167300,160100,157300,167600,167200,178400,201800,-5400,-7200,-2800,10300,-400,11200,23400,-3.126809496,-4.303646145,-1.748906933,6.547997457,-0.238663484,6.698564593,13.11659193
1953,711,74700,74400,70800,70600,72200,73600,74900,75800,-300,-3600,-200,1600,1400,1300,900,-0.401606426,-4.838709677,-0.282485876,2.266288952,1.939058172,1.766304348,1.201602136
1954,2474,44900,44300,44700,47300,48200,49800,53900,57700,-600,400,2600,900,1600,4100,3800,-1.336302895,0.902934537,5.81655481,1.902748414,3.319502075,8.232931727,7.050092764
1955,173,169700,162700,161200,173900,191400,213000,243100,273200,-7000,-1500,12700,17500,21600,30100,30100,-4.124926341,-0.921942225,7.878411911,10.06325474,11.28526646,14.1314554,12.38173591
1956,1761,95600,93900,93100,93000,93200,95800,100900,106900,-1700,-800,-100,200,2600,5100,6000,-1.778242678,-0.851970181,-0.107411386,0.215053763,2.789699571,5.323590814,5.946481665
1957,2210,145400,146500,149400,153400,157500,165400,176200,184600,1100,2900,4000,4100,7900,10800,8400,0.7565337,1.979522184,2.677376171,2.672750978,5.015873016,6.529625151,4.767309875
1958,2513,185100,186700,183200,187800,192500,204200,223400,224800,1600,-3500,4600,4700,11700,19200,1400,0.864397623,-1.874665238,2.510917031,2.502662407,6.077922078,9.402546523,0.626678603
1959,32,530600,522400,496600,489500,511600,541000,555900,573500,-8200,-25800,-7100,22100,29400,14900,17600,-1.545420279,-4.938744257,-1.42972211,4.514811032,5.746677091,2.754158965,3.166037057
1960,131,108800,105600,106200,107200,112200,114300,118700,120700,-3200,600,1000,5000,2100,4400,2000,-2.941176471,0.568181818,0.941619586,4.664179104,1.871657754,3.84951881,1.684919966
1961,956,169100,160900,162800,159300,159700,161600,162400,167100,-8200,1900,-3500,400,1900,800,4700,-4.849201656,1.180857676,-2.14987715,0.251098556,1.189730745,0.495049505,2.89408867
1962,1704,73700,69100,61600,64800,65300,70400,75500,80400,-4600,-7500,3200,500,5100,5100,4900,-6.241519674,-10.85383502,5.194805195,0.771604938,7.810107198,7.244318182,6.490066225
1963,1603,92300,90100,89900,92600,98200,104800,111400,118200,-2200,-200,2700,5600,6600,6600,6800,-2.383531961,-0.221975583,3.003337041,6.047516199,6.720977597,6.297709924,6.104129264
1964,209,260600,253200,238700,244200,257200,265200,282700,320100,-7400,-14500,5500,13000,8000,17500,37400,-2.839600921,-5.726698262,2.304147465,5.323505324,3.110419907,6.598793363,13.22957198
1965,3043,107071,104247,105089,107350,111991,115041,116779,117207,-2824,842,2261,4641,3050,1738,428,-2.637502218,0.807697104,2.151509673,4.323241733,2.723433133,1.510765727,0.366504252
1966,2692,92900,112300,108900,90800,85700,90800,105300,136400,19400,-3400,-18100,-5100,5100,14500,31100,20.88266954,-3.02760463,-16.62075298,-5.616740088,5.950991832,15.969163,29.53466287
1967,448,97700,95400,94600,94200,100200,100000,99300,100400,-2300,-800,-400,6000,-200,-700,1100,-2.354145343,-0.838574423,-0.422832981,6.369426752,-0.199600798,-0.7,1.10775428
1968,1765,150900,131300,115200,121800,130000,135400,139200,147400,-19600,-16100,6600,8200,5400,3800,8200,-12.98873426,-12.26199543,5.729166667,6.732348112,4.153846154,2.806499261,5.890804598
1969,1809,69100,68700,70500,72200,71500,79500,85100,91000,-400,1800,1700,-700,8000,5600,5900,-0.578871201,2.620087336,2.411347518,-0.969529086,11.18881119,7.044025157,6.933019976
1970,1787,77000,73200,74700,74000,78300,80500,85600,90400,-3800,1500,-700,4300,2200,5100,4800,-4.935064935,2.049180328,-0.93708166,5.810810811,2.809706258,6.335403727,5.607476636
1971,1484,81800,81500,80500,79700,75600,80500,81000,82800,-300,-1000,-800,-4100,4900,500,1800,-0.366748166,-1.226993865,-0.99378882,-5.144291092,6.481481481,0.621118012,2.222222222
1972,1360,102500,90700,77200,83800,91900,99000,102200,105700,-11800,-13500,6600,8100,7100,3200,3500,-11.51219512,-14.88423374,8.549222798,9.665871122,7.725788901,3.232323232,3.424657534
1973,1692,119700,118900,118000,119100,119300,122900,127200,132400,-800,-900,1100,200,3600,4300,5200,-0.66833751,-0.756938604,0.93220339,0.167926113,3.017602682,3.498779496,4.088050314
1974,1322,79700,78700,77700,75300,76100,76600,76500,81800,-1000,-1000,-2400,800,500,-100,5300,-1.254705144,-1.27064803,-3.088803089,1.062416999,0.657030223,-0.130548303,6.928104575
1975,380,156400,138900,127500,127300,133500,134800,129200,135000,-17500,-11400,-200,6200,1300,-5600,5800,-11.18925831,-8.207343413,-0.156862745,4.870384918,0.973782772,-4.154302671,4.489164087
1976,2310,49000,49000,48500,49500,51500,54600,55500,58500,0,-500,1000,2000,3100,900,3000,0,-1.020408163,2.06185567,4.04040404,6.019417476,1.648351648,5.405405405
1977,2693,58500,57600,55900,55800,54800,53500,51900,61900,-900,-1700,-100,-1000,-1300,-1600,10000,-1.538461538,-2.951388889,-0.178890877,-1.792114695,-2.372262774,-2.990654206,19.26782274
1978,1444,119300,107900,114300,109900,110300,111800,117900,122500,-11400,6400,-4400,400,1500,6100,4600,-9.555741827,5.93141798,-3.84951881,0.363967243,1.359927471,5.456171735,3.901611535
1979,1180,195700,180300,167900,167100,177800,183300,191900,199500,-15400,-12400,-800,10700,5500,8600,7600,-7.869187532,-6.877426511,-0.476474092,6.403351287,3.09336333,4.691762139,3.96039604
1980,2491,55000,55000,55000,55000,54900,54300,54300,59400,0,0,0,-100,-600,0,5100,0,0,0,-0.181818182,-1.092896175,0,9.392265193
1981,2223,90800,96800,111600,132100,151500,175600,198500,212600,6000,14800,20500,19400,24100,22900,14100,6.607929515,15.2892562,18.36917563,14.68584406,15.90759076,13.04100228,7.103274559
1982,716,79100,78900,76500,78700,80400,80500,84000,88200,-200,-2400,2200,1700,100,3500,4200,-0.252844501,-3.041825095,2.875816993,2.160101652,0.124378109,4.347826087,5
1983,1013,233500,220400,212300,217400,224700,232200,242900,247300,-13100,-8100,5100,7300,7500,10700,4400,-5.610278373,-3.675136116,2.402260951,3.357865685,3.337783712,4.608096469,1.811445039
1984,1456,86700,80800,68900,71800,75800,76400,80000,83900,-5900,-11900,2900,4000,600,3600,3900,-6.805074971,-14.72772277,4.208998549,5.571030641,0.791556728,4.712041885,4.875
1985,226,304600,299500,296000,300600,332600,355000,374500,415800,-5100,-3500,4600,32000,22400,19500,41300,-1.674326986,-1.168614357,1.554054054,10.64537591,6.734816597,5.492957746,11.02803738
1986,1200,181800,180400,177700,184500,193100,211200,231100,253100,-1400,-2700,6800,8600,18100,19900,22000,-0.770077008,-1.496674058,3.82667417,4.661246612,9.373381668,9.422348485,9.519688447
1987,432,122800,120400,114200,114900,116900,118800,118600,120200,-2400,-6200,700,2000,1900,-200,1600,-1.954397394,-5.149501661,0.61295972,1.740644038,1.625320787,-0.168350168,1.349072513
1988,341,178200,173700,170800,172600,184400,200000,221700,244000,-4500,-2900,1800,11800,15600,21700,22300,-2.525252525,-1.669545193,1.053864169,6.836616454,8.459869848,10.85,10.0586378
1989,1585,178900,176100,176000,180700,195100,206400,227100,229000,-2800,-100,4700,14400,11300,20700,1900,-1.565120179,-0.056785917,2.670454545,7.969009408,5.791901589,10.02906977,0.836635843
1990,831,197200,184600,183300,190300,191800,197600,203000,207900,-12600,-1300,7000,1500,5800,5400,4900,-6.389452333,-0.704225352,3.818876159,0.788229112,3.023983316,2.732793522,2.413793103
1991,329,171600,164500,156000,147500,148000,155700,151200,157300,-7100,-8500,-8500,500,7700,-4500,6100,-4.137529138,-5.167173252,-5.448717949,0.338983051,5.202702703,-2.89017341,4.034391534
1992,644,186900,175300,175100,169700,170300,167600,167600,170800,-11600,-200,-5400,600,-2700,0,3200,-6.206527555,-0.114090131,-3.083952027,0.353565115,-1.585437463,0,1.909307876
1993,546,175300,176600,177600,176600,178400,180400,180000,179500,1300,1000,-1000,1800,2000,-400,-500,0.741585853,0.566251416,-0.563063063,1.019252548,1.121076233,-0.22172949,-0.277777778
1994,2899,67000,67000,67000,66900,66900,66300,66200,72200,0,0,-100,0,-600,-100,6000,0,0,-0.149253731,0,-0.896860987,-0.150829563,9.063444109
1995,2700,77100,77500,77400,77400,77400,77400,77400,82900,400,-100,0,0,0,0,5500,0.518806744,-0.129032258,0,0,0,0,7.105943152
1996,1219,111600,103800,89000,85900,86700,86500,87900,93300,-7800,-14800,-3100,800,-200,1400,5400,-6.989247312,-14.25818882,-3.483146067,0.931315483,-0.230680507,1.61849711,6.14334471
1997,244,142100,144700,131600,144100,143600,149800,154300,160800,2600,-13100,12500,-500,6200,4500,6500,1.829697396,-9.053213545,9.498480243,-0.346981263,4.317548747,3.00400534,4.21257291
1998,580,134900,139500,131700,142200,136300,140600,144700,148500,4600,-7800,10500,-5900,4300,4100,3800,3.409933284,-5.591397849,7.972665148,-4.149085795,3.154805576,2.916073969,2.626123013
1999,534,152600,150200,148100,151700,150700,151500,162400,178200,-2400,-2100,3600,-1000,800,10900,15800,-1.572739187,-1.398135819,2.430790007,-0.659195781,0.530856005,7.194719472,9.729064039
2000,315,116100,119300,118900,119500,112200,123600,126700,129900,3200,-400,600,-7300,11400,3100,3200,2.756244617,-0.335289187,0.504625736,-6.108786611,10.16042781,2.508090615,2.525651144
2001,458,97400,98100,96100,96200,96700,97900,99800,101600,700,-2000,100,500,1200,1900,1800,0.718685832,-2.038735984,0.104058273,0.51975052,1.240951396,1.940755873,1.803607214
2002,415,84700,85100,84800,85900,87600,90600,93400,97900,400,-300,1100,1700,3000,2800,4500,0.472255018,-0.352526439,1.297169811,1.979045402,3.424657534,3.090507726,4.817987152
2003,364,83400,86200,83800,87300,89200,93200,99800,104500,2800,-2400,3500,1900,4000,6600,4700,3.357314149,-2.784222738,4.176610979,2.176403207,4.484304933,7.081545064,4.709418838
2004,1626,132100,136500,139700,151200,136500,142000,140200,150400,4400,3200,11500,-14700,5500,-1800,10200,3.330809992,2.344322344,8.231925555,-9.722222222,4.029304029,-1.267605634,7.27532097
2005,2378,44606,46156,48105,55260,55648,54718,57213,60825,1550,1949,7155,388,-930,2495,3612,3.474868852,4.222636277,14.87371375,0.70213536,-1.671219091,4.559742681,6.313250485
2006,924,72100,72700,74600,77300,82500,77400,81600,87500,600,1900,2700,5200,-5100,4200,5900,0.832177531,2.613480055,3.619302949,6.727037516,-6.181818182,5.426356589,7.230392157
2007,51,221300,214900,194400,202300,214400,223200,229400,243800,-6400,-20500,7900,12100,8800,6200,14400,-2.892001808,-9.539320614,4.063786008,5.981216016,4.104477612,2.777777778,6.277244987
