,County,2009IN,2009NET,2009POP1YR,state,county,2010IN,2010NET,2010POP1YR,2011IN,2011NET,2011POP1YR,2012IN,2012NET,2012POP1YR,2013IN,2013NET,2013POP1YR,2014IN,2014NET,2014POP1YR,2015IN,2015NET,2015POP1YR,County Code,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
930,"Kingfisher County, Oklahoma",1154.0,356.0,337776,960,1752,621.0,265.0,175020.0,1348.0,422.0,353448,1424,448.0,355704,1166,386.0,357240,1178,402.0,360120,852,42.0,362592,998,90200.0,92000.0,95100.0,99100.0,97800.0,100600,107100,122500.0,1800.0,3100.0,4000.0,-1300.0,2800.0,6500,15400.0,1.99556541,3.369565217,4.206098843,-1.311806256,2.862985685,6.461232604,14.37908497
931,"Kingman County, Kansas",410.0,-557.0,85349,220,1045,91.0,-239.0,39475.0,163.0,-625.0,85910,151,-597.0,85503,97,-545.0,85173,209,-311.0,84788,181,-341.0,84744,2406,,,70400.0,69300.0,70600.0,55500,61100,64800.0,,,-1100.0,1300.0,-15100.0,5600,3700.0,,,-1.5625,1.875901876,-21.38810198,10.09009009,6.055646481
932,"Kings County, California",28340.0,9080.0,23530028,978,5053,12787.0,3261.0,12064383.0,23632.0,4170.0,24482926,22997,3417.0,24399470,23730,3732.0,24421475,25031,4855.0,24375672,26688,6368.0,24297269,274,155600.0,144500.0,133900.0,136300.0,154900.0,164300,171100,184400.0,-11100.0,-10600.0,2400.0,18600.0,9400.0,6800,13300.0,-7.133676092999999,-7.335640138,1.792382375,13.64636831,6.068431246,4.138770542,7.773232028
933,"Kings County, New York",159934.0,-120772.0,2001493143,28836,37647,80584.0,-55223.0,970149348.0,169524.0,-95076.0,1962981864,170951,-92559.0,1984143483,177615,-91815.0,2005530183,179520,-89750.0,2029785264,184586,-90922.0,2048768964,5,474100.0,454200.0,483600.0,496700.0,542700.0,599300,648000,693900.0,-19900.0,29400.0,13100.0,46000.0,56600.0,48700,45900.0,-4.1974267030000005,6.472919419,2.708850289,9.261123415,10.42933481,8.126147172000001,7.083333333
934,"Kingsbury County, South Dakota",180.0,-316.0,84352,736,1232,100.0,-189.0,40744.0,180.0,-460.0,81424,262,-314.0,81536,420,16.0,81088,508,46.0,81472,566,158.0,80944,2939,,,81400.0,84500.0,89700.0,94600,107200,118500.0,,,3100.0,5200.0,4900.0,12600,11300.0,,,3.808353808,6.153846154,5.4626532889999995,13.3192389,10.54104478
935,"Kinney County, Texas",94.0,-68.0,12812,192,1084,0.0,0.0,0.0,125.0,-35.0,14456,130,-45.0,14176,209,65.0,14252,257,-111.0,14320,254,-139.0,14308,2981,,,48400.0,47600.0,50400.0,56200,58200,63400.0,,,-800.0,2800.0,5800.0,2000,5200.0,,,-1.652892562,5.882352941000001,11.50793651,3.5587188610000005,8.934707904
936,"Kiowa County, Kansas",150.0,-294.0,44710,340,1649,111.0,-83.0,21192.0,128.0,-252.0,43469,170,-12.0,42245,167,97.0,42585,185,147.0,42619,145,107.0,42585,3025,,,82100.0,81300.0,83700.0,81800,84500,87300.0,,,-800.0,2400.0,-1900.0,2700,2800.0,,,-0.9744214370000001,2.95202952,-2.270011947,3.3007334960000003,3.313609467
937,"Kitsap County, Washington",32970.0,2763.0,78516405,17649,11655,16684.0,901.0,40040600.0,32269.0,1177.0,81998253,32410,-580.0,82670913,32368,-3421.0,83054196,34845,-817.0,83399184,35198,2990.0,83995920,176,252900.0,247900.0,233000.0,228800.0,245500.0,247900,276400,325500.0,-5000.0,-14900.0,-4200.0,16700.0,2400.0,28500,49100.0,-1.9770660340000001,-6.010488099999999,-1.8025751069999998,7.298951048999999,0.9775967409999999,11.4965712,17.76410999
938,"Kittitas County, Washington",8071.0,1647.0,2555447,3551,2479,3887.0,937.0,1304919.0,7369.0,1819.0,2682144,7760,3214.0,2710552,8144,3828.0,2733131,8639,3497.0,2762946,9306,4218.0,2796312,687,214800.0,207200.0,198200.0,193800.0,211200.0,220900,228800,239200.0,-7600.0,-9000.0,-4400.0,17400.0,9700.0,7900,10400.0,-3.5381750469999997,-4.343629344,-2.219979818,8.978328173,4.59280303,3.576278859,4.545454545
939,"Kittson County, Minnesota",172.0,-24.0,80964,486,1242,54.0,-38.0,36720.0,136.0,-73.0,81720,130,-53.0,81090,140,-334.0,80712,123,-226.0,80190,169,-330.0,79668,2954,,,70200.0,70700.0,69700.0,71600,67100,78600.0,,,500.0,-1000.0,1900.0,-4500,11500.0,,,0.712250712,-1.414427157,2.725968436,-6.284916201000001,17.13859911
940,"Klamath County, Oregon",5602.0,-1078.0,7129581,4469,3815,2990.0,-342.0,3547368.0,6309.0,213.0,7152689,7120,1193.0,7132306,7184,1177.0,7126856,6058,-1150.0,7107127,5113,-1489.0,7106691,489,140900.0,124800.0,117000.0,120100.0,125300.0,126400,134600,146300.0,-16100.0,-7800.0,3100.0,5200.0,1100.0,8200,11700.0,-11.42654365,-6.25,2.64957265,4.329725229,0.877893057,6.487341772000001,8.692421991
941,"Kleberg County, Texas",2343.0,927.0,961664,1536,8736,0.0,0.0,0.0,2521.0,815.0,1007712,2427,688.0,1009664,1901,59.0,1008928,1800,-98.0,1012768,1588,-207.0,1012480,2026,79100.0,78400.0,77800.0,80000.0,84700.0,91100,98300,104500.0,-700.0,-600.0,2200.0,4700.0,6400.0,7200,6200.0,-0.884955752,-0.765306122,2.827763496,5.875,7.556080282999999,7.903402853999999,6.307222787000001
942,"Klickitat County, Washington",1514.0,-156.0,837270,2226,1638,641.0,-71.0,418551.0,878.0,-498.0,845796,744,-762.0,852894,920,-722.0,857808,870,-726.0,862554,746,-284.0,869904,1862,161000.0,168300.0,159000.0,152500.0,149600.0,145000,149000,181300.0,7300.0,-9300.0,-6500.0,-2900.0,-4600.0,4000,32300.0,4.534161491,-5.525846702000001,-4.088050314,-1.9016393440000001,-3.07486631,2.75862069,21.67785235
943,"Knox County, Illinois",4325.0,-693.0,5570424,1836,10260,2187.0,-217.0,2776458.0,4040.0,-1202.0,5652828,4026,-636.0,5629500,4374,209.0,5601528,4312,688.0,5602824,4111,449.0,5571612,1513,63300.0,59300.0,59100.0,61400.0,62600.0,64700,64600,65800.0,-4000.0,-200.0,2300.0,1200.0,2100.0,-100,1200.0,-6.319115324,-0.33726812799999994,3.891708968,1.9543973940000001,3.3546325880000003,-0.154559505,1.857585139
944,"Knox County, Indiana",2814.0,31.0,2700144,1296,5976,1657.0,227.0,1327515.0,3747.0,1187.0,2746584,3890,1604.0,2744928,3805,1639.0,2733192,4189,2157.0,2724048,3967,2283.0,2711088,705,53800.0,51000.0,49000.0,49300.0,52900.0,64300,66400,69500.0,-2800.0,-2000.0,300.0,3600.0,11400.0,2100,3100.0,-5.204460967,-3.921568627,0.6122448979999999,7.302231237000001,21.55009452,3.265940902,4.668674698999999
945,"Knox County, Maine",2922.0,401.0,1824840,1035,585,1709.0,460.0,875688.0,3140.0,371.0,1780200,2880,403.0,1776735,2102,-577.0,1768230,2548,-183.0,1767420,2087,-1449.0,1768140,696,194600.0,185700.0,184400.0,183800.0,186500.0,190900,197500,209500.0,-8900.0,-1300.0,-600.0,2700.0,4400.0,6600,12000.0,-4.57348407,-0.70005385,-0.32537961,1.46898803,2.35924933,3.4573074910000003,6.075949367000001
946,"Knox County, Nebraska",410.0,-200.0,254070,930,3210,200.0,-57.0,130155.0,402.0,-194.0,257850,422,-226.0,256590,486,-310.0,255390,324,-560.0,253890,382,-640.0,253920,2600,,,61300.0,61200.0,60900.0,61700,61700,71600.0,,,-100.0,-300.0,800.0,0,9900.0,,,-0.16313213699999998,-0.490196078,1.3136288999999999,0.0,16.04538088
947,"Knox County, Ohio",5976.0,1870.0,4768218,3198,6806,2868.0,782.0,2436671.0,5272.0,1110.0,4910652,5932,2156.0,4924674,5892,2206.0,4937548,5494,1688.0,4952964,5462,1938.0,4955752,522,86800.0,87300.0,81400.0,80400.0,81500.0,92900,122700,127500.0,500.0,-5900.0,-1000.0,1100.0,11400.0,29800,4800.0,0.576036866,-6.758304696000001,-1.2285012290000001,1.3681592040000001,13.98773006,32.07750269,3.91198044
948,"Knox County, Tennessee",43459.0,2610.0,202255767,22701,44919,20784.0,442.0,98883528.0,38971.0,184.0,204878457,37576,-2168.0,206886771,34666,-3182.0,208649721,39643,1191.0,210337806,45281,5026.0,212101239,111,141500.0,136900.0,130900.0,130700.0,137100.0,142000,146800,155100.0,-4600.0,-6000.0,-200.0,6400.0,4900.0,4800,8300.0,-3.250883392,-4.38276114,-0.152788388,4.896710023,3.574033552,3.38028169,5.653950954
949,"Koochiching County, Minnesota",422.0,-192.0,343486,702,1846,368.0,-53.0,173329.0,528.0,-156.0,344084,516,-82.0,342238,440,-292.0,341640,450,-374.0,339300,396,-322.0,336570,2525,78400.0,74200.0,76800.0,77700.0,73200.0,76400,80000,83700.0,-4200.0,2600.0,900.0,-4500.0,3200.0,3600,3700.0,-5.3571428569999995,3.504043127,1.171875,-5.791505792000001,4.371584699,4.712041885,4.625
950,"Kootenai County, Idaho",12592.0,682.0,24078591,2928,10065,6325.0,465.0,11701272.0,12556.0,1429.0,24731169,14494,2723.0,25077771,13967,2306.0,25370754,14767,2531.0,25734375,14663,2979.0,26161314,1307,210500.0,205900.0,186200.0,186700.0,196400.0,205400,217300,245900.0,-4600.0,-19700.0,500.0,9700.0,9000.0,11900,28600.0,-2.185273159,-9.567751336,0.26852846399999997,5.195500803,4.582484725,5.793573515,13.16152784
951,"Kosciusko County, Indiana",5456.0,-348.0,5866146,1404,6630,2967.0,261.0,2963883.0,5438.0,-220.0,5939622,5624,-636.0,5952180,5464,-826.0,5963880,6206,-386.0,5977686,5424,-1200.0,5999136,1411,131400.0,131100.0,131300.0,138500.0,130200.0,124300,134000,140700.0,-300.0,200.0,7200.0,-8300.0,-5900.0,9700,6700.0,-0.228310502,0.152555301,5.4836252860000005,-5.992779783,-4.531490015,7.803700724,5.0
952,"La Crosse County, Wisconsin",12785.0,2995.0,20742228,10340,11844,6306.0,1710.0,10271156.0,12718.0,2798.0,21181396,12915,3146.0,21327848,13420,2304.0,21421096,13576,2132.0,21645192,14479,3063.0,21762316,339,133700.0,134500.0,132600.0,131900.0,139800.0,143400,146900,154900.0,800.0,-1900.0,-700.0,7900.0,3600.0,3500,8000.0,0.598354525,-1.412639405,-0.527903469,5.989385897999999,2.575107296,2.4407252440000002,5.445881552
953,"La Paz County, Arizona",1486.0,-448.0,675546,136,408,1122.0,294.0,346273.0,2266.0,764.0,691492,2248,336.0,691118,1652,-226.0,689928,1512,-282.0,687650,1156,-456.0,687004,918,120400.0,99200.0,101068.0,107210.0,120084.0,129508,128600,132427.0,-21200.0,1868.0,6142.0,12874.0,9424.0,-908,3827.0,-17.60797342,1.883064516,6.077096608,12.00820819,7.847839845,-0.701114989,2.975894246
954,"La Plata County, Colorado",5947.0,724.0,6579400,1072,8978,3086.0,441.0,3271422.0,6356.0,783.0,6729882,6594,994.0,6806798,5819,423.0,6888270,5782,384.0,6959692,5755,630.0,7028568,583,321900.0,311100.0,283100.0,297300.0,310400.0,329900,355900,367500.0,-10800.0,-28000.0,14200.0,13100.0,19500.0,26000,11600.0,-3.3550792169999997,-9.00032144,5.015895443,4.4063235789999995,6.282216495,7.881176114,3.259342512
955,"Laclede County, Missouri",2067.0,-1367.0,1794676,1508,5460,1246.0,-60.0,872075.0,2391.0,-845.0,1822444,2283,-1057.0,1823744,2729,-515.0,1829984,3187,547.0,1833468,2922,512.0,1830868,1663,106300.0,103100.0,101000.0,102200.0,103400.0,109100,113700,120300.0,-3200.0,-2100.0,1200.0,1200.0,5700.0,4600,6600.0,-3.010348071,-2.03685742,1.1881188120000001,1.174168297,5.512572533999999,4.2163153069999995,5.80474934
956,"Lafayette County, Arkansas",396.0,-392.0,244736,160,2336,302.0,-44.0,122640.0,736.0,192.0,242688,708,210.0,240928,568,200.0,238432,550,258.0,235520,482,26.0,231584,1101,,,50700.0,47200.0,45900.0,48100,47300,53700.0,,,-3500.0,-1300.0,2200.0,-800,6400.0,,,-6.903353057,-2.754237288,4.793028322,-1.6632016630000002,13.53065539
957,"Lafayette County, Mississippi",9926.0,4008.0,7523472,4928,12496,4654.0,1262.0,3999160.0,10608.0,3948.0,8138064,10178,4212.0,8292416,9080,2320.0,8521216,9306,2252.0,8730128,9584,2804.0,8881136,1548,164900.0,163300.0,163400.0,162000.0,161400.0,170700,189900,198600.0,-1600.0,100.0,-1400.0,-600.0,9300.0,19200,8700.0,-0.9702850209999999,0.061236987,-0.8567931459999999,-0.37037037,5.762081783999999,11.24780316,4.58135861
958,"Lake County, California",6541.0,1532.0,5131440,480,2640,3025.0,487.0,2423868.0,5519.0,738.0,5096160,5841,740.0,5085920,6998,1871.0,5076640,7479,2642.0,5069840,7877,2726.0,5067600,499,151700.0,146800.0,118700.0,138500.0,149300.0,164800,188300,209600.0,-4900.0,-28100.0,19800.0,10800.0,15500.0,23500,21300.0,-3.2300593280000003,-19.14168937,16.68070767,7.797833935,10.38178165,14.25970874,11.31173659
959,"Lake County, Colorado",930.0,-680.0,221200,224,1820,404.0,-282.0,97132.0,580.0,-364.0,193676,650,-344.0,205072,782,-338.0,203112,600,-344.0,202580,724,-290.0,204288,2466,168100.0,159600.0,145600.0,150300.0,160900.0,163500,180700,201100.0,-8500.0,-14000.0,4700.0,10600.0,2600.0,17200,20400.0,-5.05651398,-8.771929825,3.228021978,7.052561544,1.615910503,10.51987768,11.28942999
960,"Lake County, Illinois",76682.0,-15858.0,520024500,12750,72750,37037.0,-6554.0,256721726.0,71403.0,-12806.0,518853000,70599,-15192.0,519450000,71902,-11970.0,520578000,71410,-13806.0,521696250,70322,-16603.0,521561250,1177,220400.0,204500.0,183600.0,177700.0,189100.0,205200,215200,224200.0,-15900.0,-20900.0,-5900.0,11400.0,16100.0,10000,9000.0,-7.21415608,-10.2200489,-3.213507625,6.415306697,8.514013749,4.873294347,4.1821561339999995
961,"Lake County, Indiana",44386.0,5193.0,158140143,5886,29103,22902.0,2219.0,77990240.0,40702.0,-2171.0,159781356,38497,-3003.0,159880437,36054,-4178.0,159680967,33524,-8172.0,159372606,36952,-3245.0,158701602,95,124100.0,129000.0,111300.0,118700.0,108800.0,118200,122000,129000.0,4900.0,-17700.0,7400.0,-9900.0,9400.0,3800,7000.0,3.948428687,-13.72093023,6.648697215,-8.340353833,8.639705882000001,3.214890017,5.7377049179999995
962,"Lake County, Minnesota",596.0,-308.0,253728,648,1800,223.0,-275.0,128292.0,468.0,-446.0,256032,610,-518.0,256464,588,-436.0,255312,444,-404.0,254616,350,-306.0,254904,1061,128700.0,131900.0,123700.0,130500.0,129300.0,130600,139900,149600.0,3200.0,-8200.0,6800.0,-1200.0,1300.0,9300,9700.0,2.486402486,-6.216830933,5.497170574,-0.91954023,1.005413766,7.120980092000001,6.933523946
963,"Lake County, Montana",1756.0,-254.0,1448512,1560,2444,872.0,-35.0,729820.0,2054.0,8.0,1464632,2154,138.0,1468532,2374,124.0,1481116,2366,-80.0,1486940,2052,-350.0,1497028,1741,220000.0,206100.0,202100.0,206800.0,213400.0,221500,227400,240300.0,-13900.0,-4000.0,4700.0,6600.0,8100.0,5900,12900.0,-6.318181817999999,-1.940805434,2.325581395,3.191489362,3.795688847,2.663656885,5.672823219
964,"Lake County, Ohio",16118.0,-2443.0,38073420,6396,13940,7252.0,-1093.0,18403848.0,14400.0,-1945.0,37334764,15472,-441.0,37373468,14070,-1881.0,37354280,13282,-1745.0,37271296,14796,-331.0,37246204,187,130500.0,127100.0,120700.0,123100.0,123500.0,124800,128000,134400.0,-3400.0,-6400.0,2400.0,400.0,1300.0,3200,6400.0,-2.605363985,-5.035405193,1.988400994,0.324939074,1.052631579,2.564102564,5.0
965,"Lamar County, Georgia",3144.0,640.0,793971,611,8037,1050.0,-128.0,408572.0,2440.0,-84.0,843086,2726,56.0,848209,2534,-99.0,847128,2984,1327.0,844214,2838,1191.0,842569,1884,105300.0,94500.0,75200.0,75500.0,82000.0,87700,90700,98100.0,-10800.0,-19300.0,300.0,6500.0,5700.0,3000,7400.0,-10.25641026,-20.42328042,0.39893617,8.609271523,6.951219512000001,3.4207525660000004,8.15876516
966,"Lamar County, Mississippi",8952.0,1108.0,3824234,2296,5986,4699.0,1345.0,2129950.0,8172.0,998.0,4391592,10554,2402.0,4497536,11134,2900.0,4599872,11172,3516.0,4692040,12916,4848.0,4761658,1498,151100.0,164400.0,166900.0,165400.0,158600.0,160200,161300,170100.0,13300.0,2500.0,-1500.0,-6800.0,1600.0,1100,8800.0,8.802117803,1.520681265,-0.898741762,-4.111245466000001,1.008827238,0.686641698,5.45567266
967,"Lamb County, Texas",300.0,-409.0,135130,480,2790,0.0,0.0,0.0,423.0,-220.0,138100,419,-297.0,137760,491,-332.0,137170,591,-101.0,136450,386,-255.0,135420,2299,,,33800.0,28200.0,29200.0,31700,35100,37700.0,,,-5600.0,1000.0,2500.0,3400,2600.0,,,-16.56804734,3.5460992910000004,8.561643836,10.72555205,7.407407407000001
968,"Lamoille County, Vermont",2090.0,-370.0,1340388,2700,810,1099.0,-149.0,637956.0,2110.0,74.0,1290384,2390,532.0,1306476,2542,228.0,1318464,2098,-240.0,1329480,1844,-440.0,1337634,858,206100.0,200500.0,196100.0,199300.0,200800.0,203200,206200,212000.0,-5600.0,-4400.0,3200.0,1500.0,2400.0,3000,5800.0,-2.717127608,-2.194513716,1.6318205,0.75263422,1.195219124,1.476377953,2.812803104
969,"Lampasas County, Texas",1545.0,890.0,382261,912,5339,0.0,0.0,0.0,1188.0,629.0,369873,1446,837.0,372381,1242,179.0,374148,932,29.0,377226,956,155.0,382147,1870,105100.0,105500.0,104500.0,109200.0,117800.0,123700,133300,145100.0,400.0,-1000.0,4700.0,8600.0,5900.0,9600,11800.0,0.380589914,-0.9478672990000001,4.4976076560000005,7.875457875,5.008488964,7.760711399,8.852213053
970,"Lancaster County, Nebraska",36660.0,9641.0,111936492,12834,45126,17860.0,5340.0,56385865.0,35538.0,8729.0,115355304,34635,7384.0,116692110,33587,5453.0,118119996,33515,5090.0,119762334,33231,4199.0,121595112,159,133700.0,132400.0,130900.0,135600.0,138500.0,144000,152700,162000.0,-1300.0,-1500.0,4700.0,2900.0,5500.0,8700,9300.0,-0.972326103,-1.132930514,3.59052712,2.138643068,3.971119134,6.041666667,6.090373281000001
971,"Lancaster County, South Carolina",4862.0,-754.0,4950468,3060,3876,2202.0,-314.0,2352009.0,4053.0,-1483.0,4987868,3562,-2194.0,5117000,3661,-1488.0,5225460,3133,-1746.0,5332016,3410,-1641.0,5463120,449,126300.0,123000.0,109800.0,107400.0,115000.0,119500,128100,138800.0,-3300.0,-13200.0,-2400.0,7600.0,4500.0,8600,10700.0,-2.6128266030000002,-10.73170732,-2.18579235,7.076350092999999,3.913043478,7.19665272,8.352849336
972,"Lancaster County, Virginia",81.0,-176.0,79576,357,721,0.0,0.0,0.0,94.0,-93.0,79576,162,47.0,79121,170,73.0,78617,188,85.0,77679,204,-7.0,77168,1050,237100.0,208300.0,211400.0,209800.0,207700.0,214000,206800,209700.0,-28800.0,3100.0,-1600.0,-2100.0,6300.0,-7200,2900.0,-12.14677351,1.4882381180000002,-0.756859035,-1.0009532890000001,3.033220992,-3.364485981,1.4023210830000001
973,"Lane County, Oregon",45588.0,8010.0,123668272,14924,14196,21211.0,2509.0,61482025.0,41958.0,3287.0,126132188,42635,4121.0,126806680,40825,4564.0,127472436,41454,3399.0,127985676,41353,4730.0,128729328,133,208400.0,188900.0,178200.0,179100.0,193700.0,210800,225100,246500.0,-19500.0,-10700.0,900.0,14600.0,17100.0,14300,21400.0,-9.357005758,-5.664372684,0.505050505,8.151870463,8.828084667,6.783681214,9.506885829
974,"Langlade County, Wisconsin",1516.0,198.0,1201440,3300,4020,594.0,-183.0,579159.0,1342.0,-144.0,1190700,1548,-186.0,1184040,1217,-533.0,1177740,1286,-412.0,1168020,1487,68.0,1160160,1994,84600.0,81700.0,71300.0,71700.0,68500.0,77200,87500,97400.0,-2900.0,-10400.0,400.0,-3200.0,8700.0,10300,9900.0,-3.4278959810000003,-12.72949816,0.5610098179999999,-4.463040446,12.70072993,13.34196891,11.31428571
975,"Lapeer County, Michigan",7292.0,-1366.0,8877526,2548,8526,3462.0,-915.0,4365704.0,7404.0,-2558.0,8655850,7676,-978.0,8608418,7510,-780.0,8574412,7796,-1150.0,8565102,7804,-866.0,8566180,1387,109100.0,102900.0,103000.0,110000.0,118300.0,127700,136700,147800.0,-6200.0,100.0,7000.0,8300.0,9400.0,9000,11100.0,-5.6828597620000005,0.09718173,6.796116505,7.545454545,7.945900254,7.047768207000001,8.119970739
976,"Laramie County, Wyoming",8620.0,-840.0,14317244,9352,3507,4021.0,-422.0,7130025.0,7813.0,-1297.0,14904917,7714,-1285.0,15110828,8349,-940.0,15359825,8055,-1369.0,15587112,8267,-1084.0,15784840,1379,190400.0,191600.0,192800.0,196900.0,195800.0,198500,210700,218000.0,1200.0,1200.0,4100.0,-1100.0,2700.0,12200,7300.0,0.6302521010000001,0.626304802,2.126556017,-0.558659218,1.378958121,6.146095718,3.4646416710000003
977,"Larimer County, Colorado",44637.0,3485.0,141675000,4000,34500,22755.0,3387.0,71357040.0,46567.0,8071.0,146426000,47766,7438.0,148789500,47216,7239.0,151225000,47318,8842.0,154098000,48955,9146.0,157473000,151,221700.0,221400.0,220700.0,227300.0,243900.0,267400,300300,334300.0,-300.0,-700.0,6600.0,16600.0,23500.0,32900,34000.0,-0.135317997,-0.316169828,2.9904848210000003,7.303123625,9.635096351,12.30366492,11.32201132
978,"Las Animas County, Colorado",1165.0,-623.0,565308,288,2556,464.0,-158.0,264758.0,849.0,-507.0,556776,673,-595.0,551016,678,-358.0,541764,605,-625.0,529704,883,-287.0,518796,989,121000.0,110700.0,111600.0,113000.0,108100.0,118000,119600,126900.0,-10300.0,900.0,1400.0,-4900.0,9900.0,1600,7300.0,-8.512396694,0.81300813,1.254480287,-4.336283186,9.158186864,1.355932203,6.10367893
979,"Lassen County, California",10636.0,2258.0,4018962,708,4130,5791.0,1416.0,2046356.0,12044.0,4366.0,4066044,12738,5188.0,4038196,11898,5036.0,3971290,12358,5240.0,3901788,11538,4640.0,3819542,745,154200.0,128300.0,114800.0,113500.0,111800.0,115200,138900,151500.0,-25900.0,-13500.0,-1300.0,-1700.0,3400.0,23700,12600.0,-16.79636835,-10.52221356,-1.1324041809999998,-1.4977973569999998,3.041144902,20.57291667,9.071274297999999
980,"Latah County, Idaho",10194.0,3004.0,4965370,2144,7638,4459.0,1386.0,2427276.0,8312.0,2174.0,4893010,8122,1462.0,4955320,8756,3048.0,4996726,8352,1716.0,5035318,8778,1362.0,5095484,1638,174800.0,163200.0,160900.0,170000.0,181600.0,193300,208900,226200.0,-11600.0,-2300.0,9100.0,11600.0,11700.0,15600,17300.0,-6.636155606,-1.409313725,5.655686762,6.823529412,6.442731277999999,8.070356958,8.28147439
981,"Latimer County, Oklahoma",824.0,213.0,365050,1400,2695,486.0,200.0,185504.0,777.0,-191.0,384265,748,-404.0,384685,926,-118.0,383355,903,-187.0,379575,804,-212.0,373940,1054,49600.0,49800.0,49400.0,52100.0,59100.0,56300,67700,80300.0,200.0,-400.0,2700.0,7000.0,-2800.0,11400,12600.0,0.403225806,-0.803212851,5.465587045,13.43570058,-4.737732657,20.24866785,18.61152142
982,"Lauderdale County, Alabama",4106.0,1053.0,4113816,47,3619,0.0,0.0,0.0,4300.0,1113.0,4288985,3775,487.0,4301863,3286,-216.0,4308161,3412,-22.0,4312438,3419,-208.0,4306751,397,102900.0,100300.0,98000.0,96100.0,92500.0,109100,100800,106200.0,-2600.0,-2300.0,-1900.0,-3600.0,16600.0,-8300,5400.0,-2.526724976,-2.293120638,-1.93877551,-3.746097815,17.94594595,-7.607699358,5.3571428569999995
983,"Lauderdale County, Tennessee",2340.0,260.0,1524182,2726,5626,1198.0,216.0,795006.0,3514.0,1168.0,1598596,3822,1386.0,1597320,3766,990.0,1597320,3790,1022.0,1583806,3800,748.0,1573830,2482,59300.0,54700.0,54000.0,56900.0,56000.0,57600,59300,59800.0,-4600.0,-700.0,2900.0,-900.0,1600.0,1700,500.0,-7.757166947999999,-1.279707495,5.37037037,-1.58172232,2.857142857,2.951388889,0.84317032
984,"Laurel County, Kentucky",4831.0,971.0,3888633,1449,8625,2347.0,611.0,1951804.0,3948.0,793.0,3981990,3876,352.0,3998481,4574,274.0,4028703,4924,304.0,4049679,5276,456.0,4070517,1980,89700.0,92100.0,90100.0,89100.0,90800.0,91000,93900,96400.0,2400.0,-2000.0,-1000.0,1700.0,200.0,2900,2500.0,2.675585284,-2.17155266,-1.109877913,1.907968575,0.220264317,3.186813187,2.662406816
985,"Laurens County, Georgia",2156.0,-810.0,4169027,1157,15575,1040.0,-134.0,2081992.0,1514.0,-1457.0,4222872,1634,-1484.0,4224830,1472,-2169.0,4217087,1552,-1839.0,4202580,1843,-1699.0,4195994,1539,85100.0,80000.0,82400.0,77000.0,80400.0,84600,88400,88300.0,-5100.0,2400.0,-5400.0,3400.0,4200.0,3800,-100.0,-5.992949471,3.0,-6.553398057999999,4.415584416000001,5.223880597,4.491725768,-0.113122172
986,"Laurens County, South Carolina",6696.0,1676.0,4007974,2610,3422,2922.0,208.0,1924324.0,5258.0,76.0,3834264,5728,362.0,3831886,6370,1588.0,3823534,6004,946.0,3819764,6422,1636.0,3815994,486,81500.0,79500.0,77400.0,76400.0,76800.0,80600,85500,90500.0,-2000.0,-2100.0,-1000.0,400.0,3800.0,4900,5000.0,-2.45398773,-2.641509434,-1.2919896640000001,0.523560209,4.947916667,6.079404467000001,5.8479532160000005
987,"Lavaca County, Texas",469.0,-560.0,257474,672,3990,0.0,0.0,0.0,442.0,-510.0,265818,445,-638.0,265608,475,-456.0,267764,607,-245.0,268632,719,-68.0,269528,2249,71600.0,71800.0,71600.0,73700.0,78100.0,83000,88500,97000.0,200.0,-200.0,2100.0,4400.0,4900.0,5500,8500.0,0.279329609,-0.278551532,2.932960894,5.970149254,6.274007682000001,6.626506023999999,9.604519774
988,"Lawrence County, Indiana",1364.0,-588.0,1269800,504,2604,931.0,-265.0,638134.0,2108.0,-266.0,1278872,2058,-134.0,1276968,2362,-380.0,1275008,2352,-514.0,1274196,1866,-902.0,1269044,1557,72600.0,69800.0,68300.0,68200.0,68300.0,70200,71200,74200.0,-2800.0,-1500.0,-100.0,100.0,1900.0,1000,3000.0,-3.856749311,-2.148997135,-0.146412884,0.146627566,2.7818448019999997,1.424501425,4.213483146000001
989,"Lawrence County, Kentucky",987.0,-331.0,404000,525,3175,595.0,196.0,187788.0,1600.0,820.0,393600,1516,1002.0,394475,1462,674.0,393825,1187,208.0,393200,1110,124.0,390650,2726,,,104500.0,104100.0,104300.0,103100,105300,125600.0,,,-400.0,200.0,-1200.0,2200,20300.0,,,-0.38277512,0.19212295899999998,-1.150527325,2.13385063,19.27825261
990,"Lawrence County, Mississippi",776.0,-86.0,287078,616,1694,474.0,114.0,140129.0,522.0,-458.0,277552,432,-262.0,275880,258,-532.0,274098,248,-384.0,272580,472,-130.0,273438,2703,86700.0,92100.0,82400.0,81300.0,84300.0,86300,91700,98000.0,5400.0,-9700.0,-1100.0,3000.0,2000.0,5400,6300.0,6.228373702000001,-10.5320304,-1.334951456,3.6900369,2.3724792409999997,6.257242177999999,6.870229008
