,County,2009IN,2009NET,2009POP1YR,state,county,2010IN,2010NET,2010POP1YR,2011IN,2011NET,2011POP1YR,2012IN,2012NET,2012POP1YR,2013IN,2013NET,2013POP1YR,2014IN,2014NET,2014POP1YR,2015IN,2015NET,2015POP1YR,County Code,2009 Median Price,2010 Median Price,2011 Median Price,2012 Median Price,2013 Median Price,2014 Median Price,2015 Median Price,2016 Median Price,2010 Difference,2011 Difference,2012 Difference,2013 Difference,2014 Difference,2015 Difference,2016 Difference,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
1803,"Warren County, Missouri",3762.0,600.0,1252440,1218,9198,1479.0,-312.0,654423.0,3044.0,-674.0,1330014,3050,-498.0,1346226,2882,-518.0,1355088,2902,-470.0,1361976,2932,-64.0,1374324,1707,144800.0,139500.0,136900.0,136500.0,137700.0,143700,149200,156000.0,-5300.0,-2600.0,-400.0,1200.0,6000.0,5500,6800.0,-3.660220994,-1.863799283,-0.292184076,0.879120879,4.357298475,3.827418232,4.557640751
1804,"Warren County, New Jersey",10726.0,3740.0,9850113,3094,3731,4459.0,836.0,4848300.0,7706.0,657.0,9787596,6734,-339.0,9754927,7268,-879.0,9722986,7142,-1265.0,9684220,8610,-1.0,9651551,345,238800.0,221700.0,202800.0,197300.0,198100.0,208200,207000,205300.0,-17100.0,-18900.0,-5500.0,800.0,10100.0,-1200,-1700.0,-7.16080402,-8.525033829,-2.712031558,0.40547389799999994,5.098435134,-0.576368876,-0.8212560390000001
1805,"Warren County, New York",5718.0,-1040.0,6108872,3384,10622,2850.0,-155.0,3056316.0,5006.0,-638.0,6118178,4750,-642.0,6117520,4890,-472.0,6124758,5178,-56.0,6110376,4902,-1236.0,6086218,493,186400.0,182100.0,177900.0,182800.0,184800.0,186400,188000,193600.0,-4300.0,-4200.0,4900.0,2000.0,1600.0,1600,5600.0,-2.306866953,-2.306425041,2.75435638,1.0940919040000001,0.865800866,0.858369099,2.9787234039999997
1806,"Warren County, Ohio",26487.0,5916.0,41933969,8151,34485,12227.0,1998.0,21128184.0,23897.0,1746.0,43500424,24113,1886.0,44045078,24310,-626.0,44457017,25196,-1706.0,44974710,26476,-1139.0,45484043,198,163300.0,160600.0,160000.0,166600.0,168100.0,174800,184000,196600.0,-2700.0,-600.0,6600.0,1500.0,6700.0,9200,12600.0,-1.6533986530000002,-0.373599004,4.125,0.9003601440000001,3.9857227839999996,5.263157895,6.8478260870000005
1807,"Warren County, Tennessee",1024.0,-828.0,1338784,1598,6018,484.0,-257.0,661300.0,988.0,-92.0,1327224,1176,-122.0,1333446,1200,108.0,1338920,1116,32.0,1336744,1066,-190.0,1341946,1615,72100.0,71000.0,71200.0,70100.0,72600.0,74500,77500,84500.0,-1100.0,200.0,-1100.0,2500.0,1900.0,3000,7000.0,-1.525658807,0.281690141,-1.54494382,3.5663338089999996,2.61707989,4.026845638,9.032258065
1808,"Warren County, Virginia",1795.0,211.0,1070130,1530,5610,0.0,0.0,0.0,1482.0,275.0,1105530,1708,513.0,1112820,1565,477.0,1120050,1259,196.0,1128150,1561,629.0,1142130,717,183300.0,178300.0,176500.0,181300.0,182600.0,187900,187000,192000.0,-5000.0,-1800.0,4800.0,1300.0,5300.0,-900,5000.0,-2.727768685,-1.009534492,2.719546742,0.7170435740000001,2.902519168,-0.47897818,2.673796791
1809,"Warrick County, Indiana",4947.0,475.0,2879001,918,8823,2385.0,248.0,1441125.0,5234.0,288.0,2975238,5402,606.0,2999769,5848,534.0,3026238,5180,-198.0,3050208,5571,-221.0,3080349,1482,133400.0,132700.0,131000.0,132600.0,144600.0,141900,149700,150600.0,-700.0,-1700.0,1600.0,12000.0,-2700.0,7800,900.0,-0.524737631,-1.2810851540000001,1.221374046,9.049773756,-1.867219917,5.496828753,0.601202405
1810,"Wasatch County, Utah",1702.0,192.0,400460,980,1020,627.0,-279.0,217270.0,1142.0,-1126.0,448960,1334,-560.0,465860,1462,-666.0,482700,2138,58.0,503560,2434,278.0,528600,1819,285200.0,268400.0,262600.0,274400.0,297800.0,313000,334400,362600.0,-16800.0,-5800.0,11800.0,23400.0,15200.0,21400,28200.0,-5.8906030860000005,-2.1609537999999997,4.493526276,8.527696792999999,5.104096708999999,6.837060703,8.433014353999999
1811,"Wasco County, Oregon",2448.0,-107.0,1334655,2337,3705,1073.0,-58.0,680596.0,3014.0,848.0,1398324,2413,511.0,1409781,2017,333.0,1422207,2032,427.0,1428762,1757,98.0,1437711,845,173100.0,173300.0,163300.0,156100.0,165800.0,176600,195100,213500.0,200.0,-10000.0,-7200.0,9700.0,10800.0,18500,18400.0,0.11554015,-5.77034045,-4.409063074,6.213965407000001,6.513872135,10.47565119,9.431060994
1812,"Waseca County, Minnesota",1338.0,-352.0,912480,1296,7728,653.0,-137.0,454896.0,1204.0,-186.0,907200,1342,-218.0,903600,1284,-644.0,904224,1112,-912.0,907104,1248,-422.0,905232,1873,114209.0,111231.0,105634.0,109835.0,110847.0,119110,122933,127961.0,-2978.0,-5597.0,4201.0,1012.0,8263.0,3823,5028.0,-2.607500285,-5.031870612,3.976939243,0.921382073,7.454419154,3.20963815,4.090032782
1813,"Washakie County, Wyoming",636.0,-20.0,245856,1792,1376,379.0,106.0,130688.0,496.0,-120.0,265056,678,154.0,267360,686,76.0,268960,596,36.0,268608,442,-400.0,267360,2390,154100.0,152300.0,152000.0,156300.0,158500.0,160800,164000,168500.0,-1800.0,-300.0,4300.0,2200.0,2300.0,3200,4500.0,-1.16807268,-0.196979645,2.828947368,1.407549584,1.4511041009999999,1.990049751,2.7439024389999997
1814,"Washington County, Arkansas",30443.0,6825.0,55828542,1470,42042,15338.0,4608.0,28204385.0,32592.0,11099.0,58198182,32045,10181.0,59215422,32040,11464.0,60394362,30137,10138.0,61617108,29983,10146.0,62752536,206,136400.0,129100.0,124900.0,131500.0,135500.0,141500,146700,157400.0,-7300.0,-4200.0,6600.0,4000.0,6000.0,5200,10700.0,-5.351906158,-3.2532920219999997,5.284227382,3.041825095,4.42804428,3.6749116610000003,7.293796864
1815,"Washington County, Indiana",2304.0,704.0,960190,630,6125,1282.0,689.0,473076.0,2452.0,1230.0,973210,1789,243.0,969395,1943,303.0,969150,1805,151.0,966980,1508,-198.0,964110,2037,99400.0,92000.0,88500.0,90000.0,88700.0,92300,93200,97000.0,-7400.0,-3500.0,1500.0,-1300.0,3600.0,900,3800.0,-7.444668008,-3.8043478260000003,1.694915254,-1.4444444440000002,4.058624577,0.975081257,4.077253219
1816,"Washington County, Iowa",1176.0,-764.0,751212,684,6588,690.0,-182.0,385038.0,1294.0,-404.0,773640,1396,-328.0,775080,1340,-184.0,776376,1430,-36.0,777672,1484,-124.0,779364,2228,112700.0,112200.0,119400.0,123200.0,119400.0,123500,131200,137500.0,-500.0,7200.0,3800.0,-3800.0,4100.0,7700,6300.0,-0.44365572299999995,6.417112298999999,3.1825795639999996,-3.084415584,3.433835846,6.2348178139999995,4.8018292680000005
1817,"Washington County, Kansas",156.0,-118.0,92336,320,3216,67.0,-42.0,46168.0,150.0,-68.0,91936,128,-124.0,91408,136,-86.0,90768,190,-22.0,90144,190,-40.0,89936,2925,,,67400.0,66900.0,70200.0,74100,83200,84700.0,,,-500.0,3300.0,3900.0,9100,1500.0,,,-0.741839763,4.932735426,5.555555556,12.28070175,1.802884615
1818,"Washington County, Maryland",16338.0,1710.0,26727960,4512,8084,7540.0,-150.0,13291240.0,13660.0,-2667.0,27314520,15922,-421.0,27479396,16291,-157.0,27588624,16322,-337.0,27701988,16696,845.0,27751056,283,166400.0,158100.0,146600.0,151900.0,158500.0,158300,159900,172700.0,-8300.0,-11500.0,5300.0,6600.0,-200.0,1600,12800.0,-4.987980769,-7.273877293,3.6152796730000003,4.344963792,-0.126182965,1.010739103,8.005003127
1819,"Washington County, Minnesota",25591.0,-1915.0,48111840,5832,35208,11720.0,-2481.0,24350850.0,23756.0,-6604.0,50353272,23996,-6867.0,51007536,27666,-3788.0,51562440,27201,-5098.0,52122528,29162,-5421.0,52682184,183,220300.0,211500.0,197800.0,213600.0,232400.0,237100,249800,261300.0,-8800.0,-13700.0,15800.0,18800.0,4700.0,12700,11500.0,-3.994552882,-6.477541371,7.987866532000001,8.801498127,2.022375215,5.356389709,4.603682946
1820,"Washington County, Mississippi",2052.0,-2484.0,4316086,2212,11929,1112.0,-954.0,2012088.0,2810.0,-840.0,4026630,2845,-399.0,3985550,2641,-603.0,3947709,2879,343.0,3904180,2644,262.0,3852672,2168,59000.0,55500.0,50200.0,54300.0,51900.0,59900,59800,53000.0,-3500.0,-5300.0,4100.0,-2400.0,8000.0,-100,-6800.0,-5.93220339,-9.54954955,8.167330677,-4.419889503,15.41425819,-0.166944908,-11.37123746
1821,"Washington County, Missouri",2578.0,822.0,862056,1044,7956,1105.0,324.0,445194.0,2330.0,342.0,889884,2346,326.0,892008,2268,10.0,893124,1914,-16.0,893052,1740,-190.0,893124,1798,,,78700.0,78500.0,79000.0,83200,87200,99500.0,,,-200.0,500.0,4200.0,4000,12300.0,,,-0.254129606,0.636942675,5.316455696,4.807692308,14.10550459
1822,"Washington County, Nebraska",1700.0,24.0,585630,930,5310,868.0,-71.0,298620.0,1364.0,-436.0,600150,1204,-416.0,600240,1474,-58.0,600930,1526,-206.0,601950,1476,-364.0,603360,921,190200.0,149400.0,132400.0,141400.0,140100.0,145400,153400,157900.0,-40800.0,-17000.0,9000.0,-1300.0,5300.0,8000,4500.0,-21.451104100000002,-11.37884873,6.797583082,-0.919377652,3.783012134,5.502063274,2.933507171
1823,"Washington County, New York",8784.0,760.0,6441136,3744,11960,4213.0,-61.0,3248544.0,8342.0,786.0,6513832,8000,1418.0,6504056,8126,1216.0,6508632,7674,762.0,6486168,8414,1646.0,6465680,506,128500.0,127700.0,124100.0,124600.0,127400.0,127100,132000,135300.0,-800.0,-3600.0,500.0,2800.0,-300.0,4900,3300.0,-0.6225680929999999,-2.819107283,0.402900886,2.247191011,-0.23547880699999998,3.8552321010000004,2.5
1824,"Washington County, Ohio",3776.0,-1652.0,4324539,2769,11857,1729.0,-749.0,2152885.0,3939.0,-469.0,4353507,3197,-1131.0,4344348,3229,-381.0,4335260,3311,340.0,4322125,3408,473.0,4312043,516,90700.0,91600.0,90200.0,90000.0,100500.0,103800,104200,112000.0,900.0,-1400.0,-200.0,10500.0,3300.0,400,7800.0,0.9922822490000001,-1.528384279,-0.22172949,11.66666667,3.28358209,0.385356455,7.485604607000001
1825,"Washington County, Oklahoma",3769.0,-1355.0,4486118,3640,13377,1679.0,-1249.0,2238570.0,4258.0,-1172.0,4563559,4348,-1466.0,4588311,4525,-257.0,4612335,4753,-147.0,4629170,4993,1019.0,4650282,587,83400.0,82500.0,81900.0,75800.0,79400.0,77700,76800,82800.0,-900.0,-600.0,-6100.0,3600.0,-1700.0,-900,6000.0,-1.079136691,-0.727272727,-7.448107447999999,4.749340369,-2.141057935,-1.158301158,7.8125
1826,"Washington County, Oregon",82325.0,16108.0,230343720,18532,30284,37332.0,5405.0,113967840.0,75476.0,10514.0,233499584,72688,8446.0,236888228,71593,5713.0,240529088,72776,2407.0,244251760,78325,6513.0,248280888,87,260200.0,239500.0,230500.0,245800.0,274600.0,291900,330900,371100.0,-20700.0,-9000.0,15300.0,28800.0,17300.0,39000,40200.0,-7.955418909,-3.75782881,6.637744035,11.71684296,6.300072833,13.36073998,12.148685400000002
1827,"Washington County, Rhode Island",12105.0,1921.0,14872484,5192,1062,6519.0,1622.0,7307014.0,13476.0,4597.0,14862572,13724,4023.0,14843220,13921,3764.0,14835786,14351,4062.0,14836612,13599,2921.0,14809000,313,301800.0,293300.0,282000.0,290600.0,293300.0,297300,308300,321900.0,-8500.0,-11300.0,8600.0,2700.0,4000.0,11000,13600.0,-2.816434725,-3.852710535,3.04964539,0.929112182,1.36379134,3.699966364,4.411287707
1828,"Washington County, Tennessee",14821.0,1131.0,17411810,7097,27029,6955.0,443.0,8875950.0,13808.0,844.0,18137365,13214,718.0,18345443,12594,1326.0,18527549,11392,-1988.0,18636571,11657,-1701.0,18717054,320,121800.0,127000.0,121800.0,125100.0,125200.0,126600,130700,134300.0,5200.0,-5200.0,3300.0,100.0,1400.0,4100,3600.0,4.269293923999999,-4.094488189,2.709359606,0.079936051,1.118210863,3.238546603,2.754399388
1829,"Washington County, Texas",2068.0,689.0,793375,1200,11925,0.0,0.0,0.0,1728.0,-187.0,821875,1702,4.0,830675,1269,-399.0,833525,1516,-49.0,839025,1668,273.0,844150,1684,131300.0,128000.0,128900.0,132600.0,140100.0,149500,160600,173500.0,-3300.0,900.0,3700.0,7500.0,9400.0,11100,12900.0,-2.513328256,0.703125,2.870442203,5.656108597,6.709493219,7.424749164,8.03237858
1830,"Washington County, Utah",19757.0,1831.0,18653252,7154,7738,9004.0,1475.0,9459072.0,16141.0,539.0,19632912,15718,-151.0,20013388,16661,533.0,20401894,17199,1966.0,20848362,19163,1850.0,21345638,1308,223200.0,205900.0,198500.0,188500.0,204200.0,218500,229500,248600.0,-17300.0,-7400.0,-10000.0,15700.0,14300.0,11000,19100.0,-7.750896057,-3.5939776589999997,-5.037783375,8.328912467,7.002938296,5.0343249430000006,8.322440087
1831,"Washington County, Vermont",5407.0,1359.0,6881052,5900,2714,2786.0,678.0,3415910.0,4972.0,450.0,6962236,4758,326.0,6969316,4435,271.0,6965422,3745,-391.0,6954920,3905,-757.0,6930140,532,187500.0,184600.0,185400.0,185600.0,184300.0,189600,191600,193400.0,-2900.0,800.0,200.0,-1300.0,5300.0,2000,1800.0,-1.5466666669999998,0.433369447,0.107874865,-0.7004310340000001,2.875746066,1.054852321,0.939457203
1832,"Washington County, Virginia",1786.0,-1636.0,2339865,2295,8595,0.0,0.0,0.0,2100.0,-1163.0,2428425,2159,-537.0,2431080,2090,-471.0,2437020,2347,-215.0,2439090,2719,691.0,2436390,558,124700.0,124100.0,118600.0,123500.0,122400.0,121700,125600,127800.0,-600.0,-5500.0,4900.0,-1100.0,-700.0,3900,2200.0,-0.48115477100000004,-4.43190975,4.13153457,-0.890688259,-0.571895425,3.204601479,1.7515923569999998
1833,"Washington County, Wisconsin",10258.0,224.0,10376444,4510,10742,5149.0,213.0,5278094.0,9186.0,-992.0,10639664,8026,-2972.0,10690176,9082,-1226.0,10729782,9838,-1530.0,10762172,9772,-1944.0,10785788,304,195500.0,190700.0,184700.0,178100.0,187400.0,193000,202700,222600.0,-4800.0,-6000.0,-6600.0,9300.0,5600.0,9700,19900.0,-2.4552429669999998,-3.146303094,-3.573362209,5.221785514,2.988260406,5.0259067360000005,9.817464232999999
1834,"Washoe County, Nevada",47679.0,5605.0,162914925,13088,12679,23156.0,2395.0,82262480.0,46260.0,6164.0,168782030,45063,4744.0,170487969,44934,3711.0,172032353,47029,7451.0,173776329,48047,8815.0,175768159,115,192500.0,175900.0,156000.0,173000.0,216300.0,243300,277000,305200.0,-16600.0,-19900.0,17000.0,43300.0,27000.0,33700,28200.0,-8.623376623,-11.31324616,10.8974359,25.02890173,12.48266297,13.85121249,10.18050542
1835,"Washtenaw County, Michigan",72055.0,12991.0,181878564,13832,85652,34588.0,4905.0,89353198.0,71162.0,11115.0,181308792,69746,11973.0,182077000,69003,10675.0,183571388,71134,11515.0,185021088,73328,13026.0,186586764,1206,164400.0,164000.0,159600.0,175000.0,197000.0,211900,226100,241700.0,-400.0,-4400.0,15400.0,22000.0,14900.0,14200,15600.0,-0.243309002,-2.682926829,9.649122807000001,12.57142857,7.563451777,6.701274186,6.899601946000001
1836,"Watonwan County, Minnesota",390.0,-206.0,260688,648,3960,177.0,-215.0,132840.0,408.0,-488.0,265368,454,20.0,265032,368,-10.0,265080,398,136.0,264912,370,-188.0,263136,2342,,,68700.0,74600.0,77100.0,81500,82100,90300.0,,,5900.0,2500.0,4400.0,600,8200.0,,,8.588064047,3.351206434,5.706874189,0.736196319,9.987819732
1837,"Waukesha County, Wisconsin",37128.0,2857.0,118530336,17380,42028,17563.0,174.0,59626944.0,35765.0,1185.0,121371492,35644,1448.0,121879620,35963,2075.0,122405760,37658,2237.0,122769792,37565,1871.0,123346492,122,232700.0,226500.0,216700.0,221700.0,230700.0,236100,246700,262000.0,-6200.0,-9800.0,5000.0,9000.0,5400.0,10600,15300.0,-2.664374731,-4.3267108169999995,2.307337333,4.059539919,2.340702211,4.489623041000001,6.201864613
1838,"Waupaca County, Wisconsin",3693.0,-801.0,4311048,4620,11340,1921.0,73.0,2128597.0,3531.0,47.0,4365564,3928,732.0,4345236,4699,1312.0,4343472,5064,1562.0,4334400,5017,1273.0,4329276,573,116400.0,113700.0,111800.0,111200.0,112500.0,118300,120400,125600.0,-2700.0,-1900.0,-600.0,1300.0,5800.0,2100,5200.0,-2.319587629,-1.671064204,-0.53667263,1.169064748,5.155555556,1.775147929,4.318936877
1839,"Waushara County, Wisconsin",2826.0,-233.0,1685808,3795,9453,1220.0,-195.0,830144.0,2254.0,-94.0,1681254,2273,-13.0,1676148,2293,225.0,1671801,2350,319.0,1669938,2370,170.0,1665798,856,119600.0,117200.0,112800.0,111700.0,110100.0,113200,118200,119900.0,-2400.0,-4400.0,-1100.0,-1600.0,3100.0,5000,1700.0,-2.006688963,-3.754266212,-0.975177305,-1.432408236,2.815622162,4.416961131,1.438240271
1840,"Wayne County, Georgia",2254.0,342.0,1598800,728,17080,1256.0,143.0,821016.0,2690.0,648.0,1655360,2154,-272.0,1665440,1842,-474.0,1671096,2108,-6.0,1672496,2156,84.0,1662024,2028,87063.0,84052.0,80533.0,78702.0,83157.0,86391,89579,97139.0,-3011.0,-3519.0,-1831.0,4455.0,3234.0,3188,7560.0,-3.4584151710000004,-4.1866939510000005,-2.273602126,5.660593123,3.889029186,3.6901992110000004,8.439478003
1841,"Wayne County, Indiana",3617.0,-1572.0,6458976,1728,16992,1895.0,-609.0,3211040.0,4196.0,-534.0,6527616,4518,-184.0,6518592,4505,187.0,6508608,4428,252.0,6487488,4385,477.0,6438432,1445,85600.0,83700.0,80500.0,80000.0,79600.0,68300,77400,79400.0,-1900.0,-3200.0,-500.0,-400.0,-11300.0,9100,2000.0,-2.219626168,-3.823178017,-0.621118012,-0.5,-14.1959799,13.32357247,2.5839793280000003
1842,"Wayne County, Kentucky",544.0,-104.0,448492,462,5082,336.0,-157.0,225599.0,682.0,-308.0,453310,582,-494.0,452144,594,-568.0,452738,550,-512.0,452342,710,-298.0,450032,2069,87200.0,80500.0,72900.0,68100.0,68000.0,66400,66800,70700.0,-6700.0,-7600.0,-4800.0,-100.0,-1600.0,400,3900.0,-7.683486239,-9.440993789,-6.58436214,-0.146842878,-2.352941176,0.602409639,5.838323353
1843,"Wayne County, Michigan",105627.0,-82451.0,1526730662,20332,127466,49893.0,-42120.0,718179580.0,100220.0,-84529.0,1424143992,100581,-78806.0,1407698532,103308,-70747.0,1393761728,106845,-64000.0,1382015306,105314,-62446.0,1373417998,1159,41800.0,31500.0,26100.0,30200.0,36400.0,44700,52100,56300.0,-10300.0,-5400.0,4100.0,6200.0,8300.0,7400,4200.0,-24.64114833,-17.14285714,15.70881226,20.52980132,22.802197800000002,16.55480984,8.061420345
1844,"Wayne County, Mississippi",932.0,228.0,450010,616,3366,376.0,-29.0,226226.0,478.0,-386.0,450648,600,-318.0,449812,482,-146.0,448162,520,-80.0,448228,162,-312.0,445764,2239,87100.0,96800.0,81700.0,83300.0,80400.0,80900,88100,94300.0,9700.0,-15100.0,1600.0,-2900.0,500.0,7200,6200.0,11.13662457,-15.59917355,1.9583843330000001,-3.481392557,0.621890547,8.899876391,7.037457435
1845,"Wayne County, New York",6940.0,-770.0,8692896,3456,11232,4127.0,307.0,4356007.0,7342.0,-575.0,8889888,6930,-1096.0,8884512,6505,-1289.0,8863200,6252,-1345.0,8826144,5692,-1235.0,8774112,392,104200.0,105900.0,105000.0,107200.0,108300.0,111000,114200,117800.0,1700.0,-900.0,2200.0,1100.0,2700.0,3200,3600.0,1.631477927,-0.849858357,2.095238095,1.026119403,2.493074792,2.882882883,3.1523642730000003
1846,"Wayne County, Ohio",7351.0,-417.0,13835655,4797,20787,3590.0,-548.0,6786240.0,7541.0,-799.0,13913145,8027,-764.0,13934301,8578,-784.0,13953858,8935,-234.0,13973292,8747,30.0,14021262,340,113400.0,111200.0,109200.0,114100.0,116900.0,119700,123500,131000.0,-2200.0,-2000.0,4900.0,2800.0,2800.0,3800,7500.0,-1.9400352730000001,-1.798561151,4.487179487,2.45398773,2.395209581,3.174603175,6.072874494
1847,"Wayne County, Tennessee",1982.0,746.0,822650,2350,9050,1011.0,456.0,421350.0,1374.0,-28.0,843200,1496,170.0,843450,1212,-110.0,843000,1384,-4.0,840500,686,-698.0,837050,1903,52200.0,54400.0,56600.0,61500.0,59400.0,62300,67600,70600.0,2200.0,2200.0,4900.0,-2100.0,2900.0,5300,3000.0,4.2145593869999995,4.044117647,8.657243816,-3.414634146,4.882154882,8.507223114,4.437869822
1848,"Wayne County, West Virginia",2879.0,281.0,1687109,2214,4059,1244.0,-65.0,844520.0,2563.0,-179.0,1727617,1841,-668.0,1719130,1521,-2149.0,1707691,1504,-2200.0,1694571,2094,-1710.0,1684198,664,71206.0,75958.0,72859.0,71277.0,72978.0,67772,74596,78821.0,4752.0,-3099.0,-1582.0,1701.0,-5206.0,6824,4225.0,6.673594922,-4.079886253,-2.171317202,2.386464077,-7.133656717999999,10.06905507,5.663842565
1849,"Weakley County, Tennessee",3428.0,1052.0,2082843,2961,11529,2065.0,961.0,1061936.0,3922.0,1761.0,2167389,4405,2411.0,2174571,4264,2110.0,2168964,4449,2379.0,2160648,3633,1541.0,2140614,1671,63700.0,64100.0,64600.0,65100.0,66800.0,68300,68600,67000.0,400.0,500.0,500.0,1700.0,1500.0,300,-1600.0,0.627943485,0.7800312009999999,0.773993808,2.611367127,2.245508982,0.439238653,-2.3323615159999997
1850,"Webb County, Texas",6615.0,-122.0,14886828,3168,31614,0.0,0.0,0.0,7100.0,-252.0,15914448,6771,-4.0,16191846,7100,358.0,16502046,6918,172.0,16796736,6148,-1205.0,17016186,1240,117700.0,115800.0,103600.0,103100.0,113300.0,115900,121600,129600.0,-1900.0,-12200.0,-500.0,10200.0,2600.0,5700,8000.0,-1.6142735769999998,-10.53540587,-0.48262548299999997,9.893307468,2.294792586,4.918032787,6.578947368
1851,"Weber County, Utah",25213.0,2471.0,40087160,9016,10488,12178.0,999.0,19894966.0,22204.0,607.0,41020776,22376,731.0,41695320,23254,109.0,42288352,24307,-621.0,42715232,26098,1075.0,43184616,1245,172700.0,167300.0,160100.0,157300.0,167600.0,167200,178400,201800.0,-5400.0,-7200.0,-2800.0,10300.0,-400.0,11200,23400.0,-3.1268094960000004,-4.303646145,-1.7489069330000002,6.547997457,-0.23866348399999998,6.6985645929999995,13.11659193
1852,"Webster County, Iowa",2058.0,-2071.0,3582716,1786,17578,1219.0,-1217.0,1747494.0,3225.0,-1654.0,3550568,3436,-1336.0,3521898,3655,-553.0,3493792,3748,-292.0,3473394,4428,1274.0,3464088,711,74700.0,74400.0,70800.0,70600.0,72200.0,73600,74900,75800.0,-300.0,-3600.0,-200.0,1600.0,1400.0,1300,900.0,-0.401606426,-4.838709677,-0.282485876,2.266288952,1.939058172,1.766304348,1.201602136
1853,"Webster County, Mississippi",963.0,453.0,183597,532,2945,421.0,20.0,89631.0,631.0,3.0,191045,532,-239.0,190323,548,-447.0,189791,574,-300.0,189145,524,-305.0,187796,2678,,,76700.0,77000.0,76600.0,78900,83100,89700.0,,,300.0,-400.0,2300.0,4200,6600.0,,,0.39113428899999997,-0.519480519,3.002610966,5.323193916,7.9422382670000005
1854,"Webster County, Missouri",4268.0,62.0,2315280,1914,14850,2166.0,246.0,1160247.0,4502.0,-204.0,2348148,3902,-16.0,2355672,4514,856.0,2362734,4284,-188.0,2373756,4630,-88.0,2389398,1653,,,69600.0,69000.0,68600.0,71700,73500,74200.0,,,-600.0,-400.0,3100.0,1800,700.0,,,-0.8620689659999999,-0.579710145,4.518950437,2.510460251,0.9523809520000001
1855,"Weld County, Colorado",32116.0,5836.0,58318482,1968,30258,16601.0,3838.0,29147752.0,33062.0,7037.0,60126828,35133,6263.0,61433580,36911,9140.0,62771082,39043,9019.0,64300464,40610,9600.0,65731446,173,169700.0,162700.0,161200.0,173900.0,191400.0,213000,243100,273200.0,-7000.0,-1500.0,12700.0,17500.0,21600.0,30100,30100.0,-4.124926341,-0.921942225,7.878411911000001,10.06325474,11.28526646,14.1314554,12.38173591
1856,"Wells County, Indiana",2365.0,327.0,1073709,702,6981,1195.0,170.0,523659.0,1899.0,-325.0,1072188,2034,-286.0,1069458,1825,-125.0,1068639,1801,195.0,1068015,1484,60.0,1069458,1761,95600.0,93900.0,93100.0,93000.0,93200.0,95800,100900,106900.0,-1700.0,-800.0,-100.0,200.0,2600.0,5100,6000.0,-1.778242678,-0.851970181,-0.107411386,0.215053763,2.7896995710000003,5.323590814,5.946481665
