,County,2010 Median Rent Price,2011 Median Rent Price,2012 Median Rent Price,2013 Median Rent Price,2014 Median Rent Price,2015 Median Rent Price,2016 Median Rent Price,2011 Rent Difference,2012 Rent Difference,2013 Rent Difference,2014 Rent Difference,2015 Rent Difference,2016 Rent Difference,2011 Rent Percent Change,2012 Rent Percent Change,2013 Rent Percent Change,2014 Rent Percent Change,2015 Rent Percent Change,2016 Rent Percent Change
941,655,799,822,867,818,862,876,864,23,45,-49,44,14,-12,2.878598248,5.474452555,-5.651672434,5.378973105,1.62412993,-1.369863014
942,996,1135,1230,1129,1043,1104,1151,1146,95,-101,-86,61,47,-5,8.370044053,-8.211382114,-7.617360496,5.848513902,4.257246377,-0.434404865
943,2038,924,924,941,982,974,995,975,0,17,41,-8,21,-20,0,1.83982684,4.35706695,-0.814663951,2.156057495,-2.010050251
944,2011,798,824,823,825,779,772,784,26,-1,2,-46,-7,12,3.258145363,-0.121359223,0.243013366,-5.575757576,-0.898587933,1.554404145
945,2213,903,860,868,866,866,824,892,-43,8,-2,0,-42,68,-4.761904762,0.930232558,-0.230414747,0,-4.849884527,8.252427184
946,1924,916,1002,982,1071,996,1050,1070,86,-20,89,-75,54,20,9.388646288,-1.996007984,9.063136456,-7.00280112,5.421686747,1.904761905
947,2368,1042,1033,1041,1119,1104,1165,979,-9,8,78,-15,61,-186,-0.863723608,0.774443369,7.492795389,-1.340482574,5.525362319,-15.96566524
948,118,910,918,850,892,899,955,933,8,-68,42,7,56,-22,0.879120879,-7.407407407,4.941176471,0.784753363,6.229143493,-2.303664921
949,1022,1224,1133,1200,1200,1157,1203,1232,-91,67,0,-43,46,29,-7.434640523,5.913503972,0,-3.583333333,3.975799481,2.410640067
950,213,1107,1037,1093,1101,1094,1010,1137,-70,56,8,-7,-84,127,-6.323396567,5.400192864,0.731930467,-0.635785649,-7.678244973,12.57425743
951,2845,795,844,826,829,887,889,897,49,-18,3,58,2,8,6.163522013,-2.132701422,0.363196126,6.996381182,0.225479143,0.899887514
952,68,1985,2060,2054,2212,2247,2270,2326,75,-6,158,35,23,56,3.778337531,-0.291262136,7.692307692,1.582278481,1.023587005,2.466960352
953,1008,1914,1814,1661,1700,1819,1942,1990,-100,-153,39,119,123,48,-5.224660397,-8.434399118,2.347983143,7,6.761957119,2.471678682
954,1698,1398,1321,1330,1310,1321,1361,1378,-77,9,-20,11,40,17,-5.507868383,0.681302044,-1.503759398,0.839694656,3.028009084,1.249081558
955,1310,1148,1056,1202,1179,1232,1198,1236,-92,146,-23,53,-34,38,-8.013937282,13.82575758,-1.913477537,4.49533503,-2.75974026,3.171953255
956,2740,795,780,794,789,804,764,829,-15,14,-5,15,-40,65,-1.886792453,1.794871795,-0.629722922,1.901140684,-4.975124378,8.507853403
957,55,1002,1260,1309,1313,1350,1321,1407,258,49,4,37,-29,86,25.74850299,3.888888889,0.305576776,2.817974105,-2.148148148,6.510219531
958,2293,760,831,840,866,866,929,873,71,9,26,0,63,-56,9.342105263,1.083032491,3.095238095,0,7.27482679,-6.027987083
959,240,1232,1212,1206,1207,1232,1200,1232,-20,-6,1,25,-32,32,-1.623376623,-0.495049505,0.08291874,2.071251036,-2.597402597,2.666666667
960,1573,978,976,976,984,1035,1068,1080,-2,0,8,51,33,12,-0.204498978,0,0.819672131,5.182926829,3.188405797,1.123595506
961,643,766,935,1087,1069,1098,1008,1097,169,152,-18,29,-90,89,22.06266319,16.25668449,-1.655933763,2.712815716,-8.196721311,8.829365079
962,2072,1235,1079,1067,1170,1147,1199,1145,-156,-12,103,-23,52,-54,-12.63157895,-1.112140871,9.653233365,-1.965811966,4.533565824,-4.503753128
963,116,1921,1875,1889,1934,2051,2149,2372,-46,14,45,117,98,223,-2.394586153,0.746666667,2.382212811,6.049638056,4.778156997,10.3769195
964,840,1118,1152,1126,1160,1183,1258,1296,34,-26,34,23,75,38,3.041144902,-2.256944444,3.019538188,1.982758621,6.339814032,3.020667727
965,188,916,888,860,833,845,876,862,-28,-28,-27,12,31,-14,-3.056768559,-3.153153153,-3.139534884,1.44057623,3.668639053,-1.598173516
966,2751,1006,972,978,974,979,1021,1043,-34,6,-4,5,42,22,-3.37972167,0.617283951,-0.408997955,0.513347023,4.290091931,2.154750245
967,1064,954,849,832,824,868,857,855,-105,-17,-8,44,-11,-2,-11.00628931,-2.002355713,-0.961538462,5.339805825,-1.267281106,-0.233372229
968,1729,1189,1026,1162,1147,1018,1003,964,-163,136,-15,-129,-15,-39,-13.70899916,13.25536062,-1.290877797,-11.2467306,-1.473477407,-3.888334995
969,1630,927,872,859,978,965,964,1012,-55,-13,119,-13,-1,48,-5.933117584,-1.490825688,13.85331781,-1.329243354,-0.103626943,4.979253112
970,1666,666,663,728,712,704,692,656,-3,65,-16,-8,-12,-36,-0.45045045,9.803921569,-2.197802198,-1.123595506,-1.704545455,-5.202312139
971,30,2158,2258,2225,2261,2308,2306,2290,100,-33,36,47,-2,-16,4.633920297,-1.461470328,1.617977528,2.078726227,-0.086655113,-0.693842151
972,815,932,929,905,923,863,904,890,-3,-24,18,-60,41,-14,-0.321888412,-2.583423036,1.988950276,-6.500541712,4.750869061,-1.548672566
973,592,1334,1418,1424,1457,1474,1369,1341,84,6,33,17,-105,-28,6.296851574,0.423131171,2.31741573,1.166781057,-7.123473541,-2.045288532
974,85,830,799,852,873,859,871,890,-31,53,21,-14,12,19,-3.734939759,6.633291615,2.464788732,-1.603665521,1.396973225,2.181400689
975,50,1684,1747,1769,1792,1822,1857,1908,63,22,23,30,35,51,3.741092637,1.25930166,1.300169587,1.674107143,1.920965971,2.746365105
976,1275,925,999,994,1026,993,1036,1038,74,-5,32,-33,43,2,8,-0.500500501,3.219315895,-3.216374269,4.330312185,0.193050193
977,1195,1527,1534,1577,1613,1732,1782,1712,7,43,36,119,50,-70,0.458415193,2.803129074,2.282815472,7.377557347,2.886836028,-3.928170595
978,944,1200,1246,1267,1249,1243,1243,1233,46,21,-18,-6,0,-10,3.833333333,1.685393258,-1.420678769,-0.480384307,0,-0.804505229
979,682,1145,1165,1026,997,1078,1183,1188,20,-139,-29,81,105,5,1.746724891,-11.93133047,-2.826510721,8.124373119,9.74025974,0.422654269
980,3089,930,923,970,1038,989,995,1099,-7,47,68,-49,6,104,-0.752688172,5.092091008,7.010309278,-4.72061657,0.606673407,10.45226131
981,2840,942,982,1015,1026,1018,1071,1059,40,33,11,-8,53,-12,4.246284501,3.360488798,1.083743842,-0.779727096,5.206286837,-1.120448179
982,1892,1206,1224,1140,1160,1206,1257,1363,18,-84,20,46,51,106,1.492537313,-6.862745098,1.754385965,3.965517241,4.228855721,8.432776452
983,1446,1130,1031,1039,1101,1146,1156,1149,-99,8,62,45,10,-7,-8.761061947,0.775945684,5.967276227,4.08719346,0.872600349,-0.605536332
984,2577,801,790,814,815,825,816,848,-11,24,1,10,-9,32,-1.373283396,3.037974684,0.122850123,1.226993865,-1.090909091,3.921568627
985,997,762,824,845,858,873,899,837,62,21,13,15,26,-62,8.13648294,2.548543689,1.538461538,1.748251748,2.978235968,-6.896551724
986,1895,1130,1142,1176,1137,1163,1113,1163,12,34,-39,26,-50,50,1.061946903,2.977232925,-3.316326531,2.286719437,-4.299226139,4.492362983
987,2436,688,717,848,863,930,949,811,29,131,15,67,19,-138,4.215116279,18.27057183,1.768867925,7.763615295,2.043010753,-14.54162276
988,97,2496,2287,2381,2427,2469,2495,2545,-209,94,46,42,26,50,-8.373397436,4.110188019,1.931961361,1.73053152,1.053057918,2.004008016
989,1693,1200,1138,1182,1187,1213,1216,1215,-62,44,5,26,3,-1,-5.166666667,3.866432337,0.423011844,2.190395956,0.247320692,-0.082236842
990,1675,963,928,953,977,1047,1052,1089,-35,25,24,70,5,37,-3.634475597,2.693965517,2.518363064,7.164790174,0.477554919,3.517110266
991,2100,1176,1123,1131,1111,1088,1135,1078,-53,8,-20,-23,47,-57,-4.506802721,0.71237756,-1.768346596,-2.070207021,4.319852941,-5.022026432
992,58,1295,1348,1372,1433,1533,1727,1861,53,24,61,100,194,134,4.092664093,1.78041543,4.44606414,6.978367062,12.65492498,7.759119861
993,1616,968,967,979,1030,1012,990,1029,-1,12,51,-18,-22,39,-0.103305785,1.240951396,5.209397344,-1.747572816,-2.173913043,3.939393939
994,1262,998,916,880,865,853,831,842,-82,-36,-15,-12,-22,11,-8.216432866,-3.930131004,-1.704545455,-1.387283237,-2.579132474,1.323706378
995,1276,928,787,693,714,773,875,969,-141,-94,21,59,102,94,-15.19396552,-11.94409149,3.03030303,8.263305322,13.19534282,10.74285714
996,1145,846,855,798,896,966,1006,942,9,-57,98,70,40,-64,1.063829787,-6.666666667,12.28070175,7.8125,4.140786749,-6.361829026
997,297,1975,2347,2219,2188,2383,2594,2633,372,-128,-31,195,211,39,18.83544304,-5.453770771,-1.397025687,8.912248629,8.854385229,1.503469545
998,388,963,957,836,877,924,914,1059,-6,-121,41,47,-10,145,-0.62305296,-12.64367816,4.90430622,5.359179019,-1.082251082,15.8643326
999,1429,1299,1272,1301,1371,1395,1443,1536,-27,29,70,24,48,93,-2.07852194,2.279874214,5.380476556,1.750547046,3.440860215,6.444906445
1000,21,2484,2442,2445,2510,2549,2766,2966,-42,3,65,39,217,200,-1.690821256,0.122850123,2.658486708,1.553784861,8.513142409,7.23065799
1001,2475,1142,1200,1101,1245,1206,1197,1200,58,-99,144,-39,-9,3,5.078809107,-8.25,13.07901907,-3.13253012,-0.746268657,0.250626566
1002,351,1178,1070,1087,1180,1118,1136,1149,-108,17,93,-62,18,13,-9.168081494,1.588785047,8.555657774,-5.254237288,1.610017889,1.144366197
1003,1544,1128,1071,1079,1006,942,1014,1196,-57,8,-73,-64,72,182,-5.053191489,0.746965453,-6.765523633,-6.361829026,7.643312102,17.94871795
1004,657,999,987,946,955,993,995,1019,-12,-41,9,38,2,24,-1.201201201,-4.154002026,0.951374207,3.979057592,0.201409869,2.412060302
1005,999,1162,1220,1235,1326,1305,1294,1311,58,15,91,-21,-11,17,4.991394148,1.229508197,7.368421053,-1.583710407,-0.842911877,1.313755796
1006,2090,676,701,763,772,731,722,698,25,62,9,-41,-9,-24,3.698224852,8.844507846,1.179554391,-5.310880829,-1.23119015,-3.324099723
1007,378,1681,1457,1594,1553,1625,1776,2002,-224,137,-41,72,151,226,-13.32540155,9.402882636,-2.572145546,4.636188023,9.292307692,12.72522523
1008,82,1356,1384,1341,1374,1423,1443,1465,28,-43,33,49,20,22,2.064896755,-3.106936416,2.460850112,3.566229985,1.405481377,1.524601525
1009,207,1100,1091,1197,1224,1225,1277,1309,-9,106,27,1,52,32,-0.818181818,9.715857012,2.255639098,0.081699346,4.244897959,2.50587314
1010,43,1592,1549,1557,1583,1616,1643,1694,-43,8,26,33,27,51,-2.701005025,0.516462234,1.66987797,2.0846494,1.670792079,3.104077906
1011,941,1344,1403,1450,1476,1497,1472,1451,59,47,26,21,-25,-21,4.389880952,3.349964362,1.793103448,1.422764228,-1.67000668,-1.426630435
1012,164,1485,1421,1436,1472,1480,1499,1543,-64,15,36,8,19,44,-4.30976431,1.055594652,2.506963788,0.543478261,1.283783784,2.935290193
1013,14,3471,3193,3317,3481,3936,4071,3955,-278,124,164,455,135,-116,-8.009219245,3.883495146,4.944226711,13.07095662,3.429878049,-2.849422746
1014,1538,985,862,827,827,856,907,897,-123,-35,0,29,51,-10,-12.48730964,-4.060324826,0,3.506650544,5.957943925,-1.102535832
1015,718,918,862,901,923,1025,997,991,-56,39,22,102,-28,-6,-6.100217865,4.524361949,2.44173141,11.05092091,-2.731707317,-0.601805416
1016,230,1229,1213,1218,1234,1253,1255,1240,-16,5,16,19,2,-15,-1.30187144,0.412201154,1.3136289,1.539708266,0.159616919,-1.195219124
1017,427,1986,1875,1861,1870,1945,1998,2122,-111,-14,9,75,53,124,-5.589123867,-0.746666667,0.483610962,4.010695187,2.724935733,6.206206206
1018,1363,972,955,967,970,975,993,1041,-17,12,3,5,18,48,-1.748971193,1.256544503,0.310237849,0.515463918,1.846153846,4.833836858
1019,1007,955,874,846,931,928,993,1041,-81,-28,85,-3,65,48,-8.481675393,-3.203661327,10.04728132,-0.322234157,7.004310345,4.833836858
1020,195,1289,1035,996,983,967,1131,995,-254,-39,-13,-16,164,-136,-19.70519783,-3.768115942,-1.305220884,-1.627670397,16.95966908,-12.02475685
1021,772,1200,1153,1195,1181,1237,1258,1275,-47,42,-14,56,21,17,-3.916666667,3.642671292,-1.171548117,4.741744285,1.697655618,1.351351351
1022,1547,942,834,860,947,921,985,1028,-108,26,87,-26,64,43,-11.46496815,3.117505995,10.11627907,-2.745512144,6.948968512,4.365482234
1023,2518,1226,1317,1193,1322,1313,1313,1241,91,-124,129,-9,0,-72,7.422512235,-9.415337889,10.81307628,-0.680786687,0,-5.483625286
1024,2286,962,986,1000,999,1015,1056,959,24,14,-1,16,41,-97,2.494802495,1.419878296,-0.1,1.601601602,4.039408867,-9.185606061
1025,180,1234,1254,1242,1269,1268,1259,1276,20,-12,27,-1,-9,17,1.620745543,-0.956937799,2.173913043,-0.078802206,-0.70977918,1.350277998
1026,64,1918,1986,2070,2195,2292,2449,2483,68,84,125,97,157,34,3.54535975,4.229607251,6.038647343,4.419134396,6.84991274,1.388321764
1027,1833,807,835,843,849,840,820,791,28,8,6,-9,-20,-29,3.469640644,0.958083832,0.711743772,-1.060070671,-2.380952381,-3.536585366
1028,152,1365,1309,1330,1368,1429,1438,1453,-56,21,38,61,9,15,-4.102564103,1.604278075,2.857142857,4.459064327,0.629811057,1.043115438
1029,1039,1379,1415,1457,1469,1435,1448,1439,36,42,12,-34,13,-9,2.610587382,2.96819788,0.823610158,-2.31449966,0.905923345,-0.621546961
1030,391,945,968,987,966,1018,986,990,23,19,-21,52,-32,4,2.433862434,1.962809917,-2.127659574,5.383022774,-3.143418468,0.405679513
1031,1951,1641,1720,1698,1744,1624,1641,1533,79,-22,46,-120,17,-108,4.814137721,-1.279069767,2.709069494,-6.880733945,1.04679803,-6.581352834
1032,2512,1102,1072,1128,1148,1137,1144,1103,-30,56,20,-11,7,-41,-2.722323049,5.223880597,1.773049645,-0.958188153,0.615655233,-3.583916084
1033,1068,695,632,731,738,732,742,728,-63,99,7,-6,10,-14,-9.064748201,15.66455696,0.957592339,-0.81300813,1.366120219,-1.886792453
1034,1208,1160,1058,1270,1388,1394,1427,1371,-102,212,118,6,33,-56,-8.793103448,20.03780718,9.291338583,0.432276657,2.367288379,-3.924316748
1035,649,1183,1114,1100,1117,1104,1155,1181,-69,-14,17,-13,51,26,-5.83262891,-1.256732496,1.545454545,-1.163831692,4.619565217,2.251082251
1036,1164,1360,1389,1423,1484,1528,1567,1645,29,34,61,44,39,78,2.132352941,2.447804176,4.286718201,2.964959569,2.552356021,4.977664327
1037,77,1595,1587,1644,1695,1704,1714,1792,-8,57,51,9,10,78,-0.501567398,3.59168242,3.102189781,0.530973451,0.58685446,4.55075846
1038,1702,1326,1326,1272,1322,1401,1482,1561,0,-54,50,79,81,79,0,-4.07239819,3.93081761,5.975794251,5.781584582,5.330634278
1039,459,957,976,919,1097,1051,989,1049,19,-57,178,-46,-62,60,1.985370951,-5.840163934,19.36887922,-4.19325433,-5.899143673,6.066734075
1040,1510,1407,1384,1411,1417,1379,1314,1262,-23,27,6,-38,-65,-52,-1.634683724,1.950867052,0.425230333,-2.681721948,-4.713560551,-3.95738204
1041,1932,1160,1111,982,1030,1036,1095,1114,-49,-129,48,6,59,19,-4.224137931,-11.61116112,4.887983707,0.582524272,5.694980695,1.735159817
1042,2171,924,965,966,1004,1014,969,930,41,1,38,10,-45,-39,4.437229437,0.103626943,3.933747412,0.996015936,-4.437869822,-4.024767802
1043,1267,1135,1171,1211,1256,1251,1274,1291,36,40,45,-5,23,17,3.171806167,3.41588386,3.715937242,-0.398089172,1.838529177,1.334379906
1044,1614,1072,1055,1063,1131,1128,1161,1241,-17,8,68,-3,33,80,-1.585820896,0.758293839,6.396989652,-0.265251989,2.925531915,6.890611542
1045,60,986,910,921,1030,1073,1075,1045,-76,11,109,43,2,-30,-7.707910751,1.208791209,11.834962,4.174757282,0.18639329,-2.790697674
1046,527,1634,1522,1352,1502,1739,1608,1680,-112,-170,150,237,-131,72,-6.854345165,-11.1695138,11.09467456,15.77896138,-7.53306498,4.47761194
1047,287,1158,1106,1177,1243,1257,1393,1378,-52,71,66,14,136,-15,-4.490500864,6.419529837,5.607476636,1.126307321,10.8194113,-1.076812635
1048,1655,1005,1199,1228,1181,1124,1118,1135,194,29,-47,-57,-6,17,19.30348259,2.418682235,-3.827361564,-4.82641829,-0.533807829,1.520572451
1049,102,1357,1201,1211,1294,1286,1335,1420,-156,10,83,-8,49,85,-11.49594694,0.832639467,6.853839802,-0.618238022,3.810264386,6.367041199
1050,1271,1001,978,956,951,933,915,892,-23,-22,-5,-18,-18,-23,-2.297702298,-2.249488753,-0.523012552,-1.892744479,-1.92926045,-2.513661202
1051,4,2404,2484,2499,2569,2704,2796,2947,80,15,70,135,92,151,3.327787022,0.603864734,2.801120448,5.254963021,3.402366864,5.400572246
1052,1165,1182,1199,1223,1270,1312,1373,1437,17,24,47,42,61,64,1.438240271,2.001668057,3.843008994,3.307086614,4.649390244,4.661325564
1053,1315,1417,1322,1411,1428,1489,1630,1529,-95,89,17,61,141,-101,-6.704304869,6.732223903,1.204819277,4.271708683,9.469442579,-6.196319018
1054,128,1599,1731,1726,1698,1793,1794,1844,132,-5,-28,95,1,50,8.255159475,-0.288850376,-1.622247972,5.594817432,0.055772448,2.787068004
1055,1400,1171,1130,1103,1171,1197,1210,1110,-41,-27,68,26,13,-100,-3.501280956,-2.389380531,6.165004533,2.220324509,1.086048454,-8.26446281
1056,758,1196,1220,1249,1244,1227,1233,1317,24,29,-5,-17,6,84,2.006688963,2.37704918,-0.400320256,-1.366559486,0.488997555,6.812652068
1057,399,858,937,961,998,894,948,923,79,24,37,-104,54,-25,9.207459207,2.561366062,3.850156087,-10.42084168,6.040268456,-2.637130802
1058,661,1285,1309,1333,1278,1367,1295,1277,24,24,-55,89,-72,-18,1.86770428,1.833460657,-4.126031508,6.96400626,-5.267008047,-1.38996139
1059,2092,756,815,857,855,853,827,862,59,42,-2,-2,-26,35,7.804232804,5.153374233,-0.233372229,-0.233918129,-3.048065651,4.23216445
1060,613,895,874,867,905,942,1028,968,-21,-7,38,37,86,-60,-2.346368715,-0.800915332,4.382929642,4.08839779,9.129511677,-5.836575875
1061,1231,1036,1087,1117,1193,1237,1288,1322,51,30,76,44,51,34,4.922779923,2.759889604,6.803939123,3.688181056,4.12287793,2.639751553
1062,1820,1000,858,940,842,843,896,848,-142,82,-98,1,53,-48,-14.2,9.557109557,-10.42553191,0.118764846,6.287069988,-5.357142857
1063,324,1311,1343,1406,1360,1429,1297,1274,32,63,-46,69,-132,-23,2.440884821,4.69099032,-3.271692745,5.073529412,-9.237228831,-1.773323053
1064,1468,921,1075,1011,966,940,906,858,154,-64,-45,-26,-34,-48,16.72095548,-5.953488372,-4.451038576,-2.691511387,-3.617021277,-5.298013245
1065,985,975,1004,1013,1125,1078,1124,1146,29,9,112,-47,46,22,2.974358974,0.896414343,11.05626851,-4.177777778,4.26716141,1.957295374
1066,1812,1108,865,843,885,880,939,909,-243,-22,42,-5,59,-30,-21.93140794,-2.543352601,4.982206406,-0.564971751,6.704545455,-3.194888179
1067,513,1355,1435,1475,1456,1064,1355,1332,80,40,-19,-392,291,-23,5.904059041,2.787456446,-1.288135593,-26.92307692,27.34962406,-1.697416974
1068,681,1144,1075,1058,1101,1171,1198,1195,-69,-17,43,70,27,-3,-6.031468531,-1.581395349,4.064272212,6.357856494,2.305721605,-0.250417362
1069,1491,1228,1179,1246,1252,1257,1267,1231,-49,67,6,5,10,-36,-3.990228013,5.682782019,0.481540931,0.399361022,0.795544948,-2.841357537
1070,1139,1650,2012,1792,1439,1610,1835,1804,362,-220,-353,171,225,-31,21.93939394,-10.93439364,-19.69866071,11.88325226,13.97515528,-1.689373297
1071,1063,929,870,898,1010,986,1016,1001,-59,28,112,-24,30,-15,-6.350914962,3.218390805,12.47216036,-2.376237624,3.042596349,-1.476377953
1072,908,1085,1039,1057,1066,1123,1086,1219,-46,18,9,57,-37,133,-4.239631336,1.732435034,0.851466414,5.347091932,-3.294746215,12.24677716
1073,1815,1125,1164,1195,1168,1202,1200,1178,39,31,-27,34,-2,-22,3.466666667,2.663230241,-2.259414226,2.910958904,-0.166389351,-1.833333333
1074,1162,1614,1558,1570,1662,1784,1812,1936,-56,12,92,122,28,124,-3.469640644,0.770218228,5.859872611,7.34055355,1.569506726,6.843267108
1075,1948,1173,1100,1107,1115,1006,1073,1053,-73,7,8,-109,67,-20,-6.223358909,0.636363636,0.722673893,-9.775784753,6.660039761,-1.863932898
1076,975,1200,1174,1202,1237,1301,1407,1518,-26,28,35,64,106,111,-2.166666667,2.385008518,2.911813644,5.173807599,8.147578786,7.8891258
1077,330,1246,1356,1394,1458,1419,1501,1544,110,38,64,-39,82,43,8.828250401,2.802359882,4.591104735,-2.674897119,5.778717407,2.864756829
1078,1194,1152,1105,1107,1195,1193,1235,1279,-47,2,88,-2,42,44,-4.079861111,0.180995475,7.949412827,-0.167364017,3.520536463,3.562753036
1079,689,1043,1082,1070,1058,1039,1037,1036,39,-12,-12,-19,-2,-1,3.739213806,-1.109057301,-1.121495327,-1.79584121,-0.192492782,-0.096432015
1080,93,1863,1652,1544,1679,1784,1827,1817,-211,-108,135,105,43,-10,-11.32581857,-6.537530266,8.743523316,6.253722454,2.410313901,-0.547345375
1081,940,1150,1167,1152,1096,1058,1117,1013,17,-15,-56,-38,59,-104,1.47826087,-1.285347044,-4.861111111,-3.467153285,5.576559546,-9.310653536
1082,1300,1018,1030,1004,1016,1075,1116,1198,12,-26,12,59,41,82,1.178781925,-2.524271845,1.195219124,5.807086614,3.813953488,7.347670251
1083,2423,644,666,820,803,899,853,721,22,154,-17,96,-46,-132,3.416149068,23.12312312,-2.073170732,11.95516812,-5.11679644,-15.47479484
1084,446,1100,1011,1107,1150,1044,1082,1131,-89,96,43,-106,38,49,-8.090909091,9.495548961,3.884372177,-9.217391304,3.639846743,4.528650647
1085,1760,991,994,1007,1004,1042,1050,1071,3,13,-3,38,8,21,0.302724521,1.307847082,-0.297914598,3.784860558,0.767754319,2
1086,1496,1018,1157,981,1068,1076,1141,1136,139,-176,87,8,65,-5,13.65422397,-15.21175454,8.868501529,0.74906367,6.040892193,-0.438212095
1087,2284,1022,1014,1020,1071,1090,1156,1087,-8,6,51,19,66,-69,-0.782778865,0.591715976,5,1.774042951,6.055045872,-5.968858131
1088,1033,1193,1181,1170,1208,1227,1224,1235,-12,-11,38,19,-3,11,-1.005867561,-0.931414056,3.247863248,1.572847682,-0.244498778,0.89869281
1089,576,1193,1274,1258,1283,1287,1362,1328,81,-16,25,4,75,-34,6.789606035,-1.25588697,1.987281399,0.311769291,5.827505828,-2.496328928
1090,1265,1202,1168,939,966,950,912,925,-34,-229,27,-16,-38,13,-2.828618968,-19.60616438,2.875399361,-1.6563147,-4,1.425438596
1091,2415,748,951,1007,1014,1061,1003,1079,203,56,7,47,-58,76,27.13903743,5.888538381,0.695134062,4.635108481,-5.466540999,7.577268195
1092,1944,1094,1098,1112,1129,1123,1088,1099,4,14,17,-6,-35,11,0.365630713,1.275045537,1.528776978,-0.531443756,-3.116651825,1.011029412
1093,2073,802,804,763,796,818,828,835,2,-41,33,22,10,7,0.249376559,-5.099502488,4.325032765,2.763819095,1.222493888,0.845410628
1094,2036,793,848,831,803,810,799,850,55,-17,-28,7,-11,51,6.935687264,-2.004716981,-3.369434416,0.871731009,-1.358024691,6.382978723
1095,1876,699,802,814,810,794,860,838,103,12,-4,-16,66,-22,14.73533619,1.496259352,-0.491400491,-1.975308642,8.312342569,-2.558139535
1096,737,781,846,854,888,890,916,897,65,8,34,2,26,-19,8.322663252,0.945626478,3.981264637,0.225225225,2.921348315,-2.074235808
1097,629,1200,1188,1178,1183,1213,1198,1199,-12,-10,5,30,-15,1,-1,-0.841750842,0.424448217,2.535925613,-1.236603462,0.083472454
1098,2403,750,768,767,738,825,788,762,18,-1,-29,87,-37,-26,2.4,-0.130208333,-3.780964798,11.78861789,-4.484848485,-3.299492386
1099,2472,1028,952,913,950,934,943,1040,-76,-39,37,-16,9,97,-7.392996109,-4.096638655,4.052573932,-1.684210526,0.96359743,10.28632025
1100,1618,948,950,975,1031,1029,1042,1063,2,25,56,-2,13,21,0.210970464,2.631578947,5.743589744,-0.193986421,1.263362488,2.015355086
1101,776,941,901,908,897,874,894,895,-40,7,-11,-23,20,1,-4.250797024,0.776914539,-1.211453744,-2.564102564,2.288329519,0.111856823
1102,1566,937,884,830,690,734,742,743,-53,-54,-140,44,8,1,-5.656350053,-6.108597285,-16.86746988,6.376811594,1.089918256,0.134770889
1103,15,1092,1080,1083,1077,1170,1185,1204,-12,3,-6,93,15,19,-1.098901099,0.277777778,-0.55401662,8.635097493,1.282051282,1.603375527
1104,551,1120,1110,1112,1184,1172,1218,1259,-10,2,72,-12,46,41,-0.892857143,0.18018018,6.474820144,-1.013513514,3.924914676,3.366174056
1105,1735,1064,1028,998,1097,1145,1165,1209,-36,-30,99,48,20,44,-3.383458647,-2.918287938,9.919839679,4.375569736,1.746724891,3.776824034
1106,326,947,840,907,1020,997,1023,1101,-107,67,113,-23,26,78,-11.29883844,7.976190476,12.45865491,-2.254901961,2.60782347,7.624633431
1107,52,1407,1382,1384,1490,1473,1543,1645,-25,2,106,-17,70,102,-1.776830135,0.1447178,7.658959538,-1.140939597,4.752206382,6.610499028
1108,686,1007,1172,1203,1230,1200,1182,1241,165,31,27,-30,-18,59,16.38530288,2.645051195,2.244389027,-2.43902439,-1.5,4.991539763
1109,770,940,913,910,913,936,950,1000,-27,-3,3,23,14,50,-2.872340426,-0.328587076,0.32967033,2.519167579,1.495726496,5.263157895
1110,1891,1116,1052,1019,1068,1074,1082,1126,-64,-33,49,6,8,44,-5.734767025,-3.136882129,4.808635918,0.561797753,0.744878957,4.066543438
1111,1609,942,975,870,949,974,909,915,33,-105,79,25,-65,6,3.503184713,-10.76923077,9.08045977,2.634351949,-6.673511294,0.660066007
1112,1489,1266,1193,1153,1213,1276,1251,1271,-73,-40,60,63,-25,20,-5.766192733,-3.352891869,5.203816132,5.193734542,-1.959247649,1.598721023
1113,29,1079,1079,1095,1093,1093,1095,1138,0,16,-2,0,2,43,0,1.482854495,-0.182648402,0,0.182982617,3.926940639
1114,126,913,914,917,921,949,993,1086,1,3,4,28,44,93,0.109529025,0.328227571,0.436205016,3.040173724,4.636459431,9.365558912
1115,1170,1165,1147,1160,1216,1272,1340,1412,-18,13,56,56,68,72,-1.545064378,1.133391456,4.827586207,4.605263158,5.34591195,5.373134328
1116,242,889,925,941,937,957,1018,1017,36,16,-4,20,61,-1,4.049493813,1.72972973,-0.425079702,2.134471718,6.374085684,-0.098231827
1117,633,731,801,769,836,778,889,870,70,-32,67,-58,111,-19,9.575923393,-3.995006242,8.712613784,-6.937799043,14.26735219,-2.137232846
1118,137,1729,1744,1778,1825,1842,1946,2087,15,34,47,17,104,141,0.867553499,1.949541284,2.643419573,0.931506849,5.646036916,7.245632066
1119,1383,1183,1303,1148,1225,1258,1407,1429,120,-155,77,33,149,22,10.14370245,-11.89562548,6.707317073,2.693877551,11.84419714,1.563610519
1120,926,1494,1428,1415,1329,1343,1362,1418,-66,-13,-86,14,19,56,-4.417670683,-0.910364146,-6.077738516,1.053423627,1.414743112,4.111600587
1121,96,1478,1597,1671,1674,1691,1973,1990,119,74,3,17,282,17,8.051420839,4.633688165,0.179533214,1.015531661,16.67652277,0.861632032
