,County,Value_measure_1,Value_measure_2,Difference
1379,1315,241800.0,249600.0,7800.0
1380,128,254300.0,212700.0,-41600.0
1381,1400,89300.0,98800.0,9500.0
1382,758,195500.0,191100.0,-4400.0
1383,399,75000.0,68100.0,-6900.0
1384,1207,125500.0,151500.0,26000.0
1385,661,82500.0,84300.0,1800.0
1386,2092,92600.0,82200.0,-10400.0
1387,613,89800.0,90900.0,1100.0
1388,1231,129200.0,155200.0,26000.0
1389,324,85600.0,90800.0,5200.0
1390,936,62400.0,64900.0,2500.0
1391,985,112900.0,121700.0,8800.0
1392,1812,90800.0,92200.0,1400.0
1393,513,122400.0,118100.0,-4300.0
1394,1235,136600.0,156800.0,20200.0
1395,681,119100.0,125600.0,6500.0
1396,782,60200.0,55500.0,-4700.0
1397,1491,195800.0,149734.0,-46066.0
1398,1289,92000.0,106900.0,14900.0
1399,1139,363200.0,369300.0,6100.0
1400,234,133400.0,137500.0,4100.0
1401,1835,75700.0,78800.0,3100.0
1402,1845,88400.0,83200.0,-5200.0
1403,1063,102300.0,96800.0,-5500.0
1404,2338,130100.0,154100.0,24000.0
1405,542,132900.0,121000.0,-11900.0
1406,417,234400.0,231000.0,-3400.0
1407,908,144927.0,143367.0,-1560.0
1408,979,74200.0,71700.0,-2500.0
1409,1815,143100.0,131500.0,-11600.0
1410,1162,172900.0,208200.0,35300.0
1411,1755,90700.0,100200.0,9500.0
1412,1948,135811.0,119288.0,-16523.0
1413,2208,98700.0,114100.0,15400.0
1414,975,215800.0,239100.0,23300.0
1415,1923,185300.0,189000.0,3700.0
1416,1753,202700.0,222200.0,19500.0
1417,2084,77000.0,58300.0,-18700.0
1418,330,180100.0,206700.0,26600.0
1419,2869,66100.0,76800.0,10700.0
1420,1194,129300.0,130900.0,1600.0
1421,689,150700.0,135100.0,-15600.0
1422,93,318800.0,274000.0,-44800.0
1423,1300,123600.0,135100.0,11500.0
1424,1827,131800.0,135900.0,4100.0
1425,446,125500.0,133600.0,8100.0
1426,1760,115800.0,113200.0,-2600.0
1427,1496,130600.0,126400.0,-4200.0
1428,2896,64800.0,84100.0,19300.0
1429,576,199700.0,205700.0,6000.0
1430,1018,93600.0,134100.0,40500.0
1431,1361,164200.0,181200.0,17000.0
1432,273,107100.0,124900.0,17800.0
1433,1265,105500.0,98600.0,-6900.0
1434,2489,53184.0,55222.0,2038.0
1435,2073,82400.0,84600.0,2200.0
1436,1876,107000.0,113600.0,6600.0
1437,2674,105500.0,91200.0,-14300.0
1438,737,78700.0,79000.0,300.0
1439,629,143900.0,142100.0,-1800.0
1440,1618,125700.0,120300.0,-5400.0
1441,15,112500.0,109200.0,-3300.0
1442,1907,113000.0,97600.0,-15400.0
1443,551,124000.0,133600.0,9600.0
1444,1735,152200.0,145200.0,-7000.0
1445,326,122400.0,123000.0,600.0
1446,2253,88700.0,95000.0,6300.0
1447,52,237200.0,241000.0,3800.0
1448,686,171600.0,176700.0,5100.0
1449,770,118500.0,123500.0,5000.0
1450,1891,149000.0,138100.0,-10900.0
1451,2319,67000.0,60000.0,-7000.0
1452,1609,94700.0,95700.0,1000.0
1453,1489,164600.0,144100.0,-20500.0
1454,29,173800.0,162600.0,-11200.0
1455,126,122400.0,156800.0,34400.0
1456,795,128900.0,133500.0,4600.0
1457,1170,137400.0,153900.0,16500.0
1458,963,883800.0,961600.0,77800.0
1459,242,120067.0,105892.0,-14175.0
1460,633,70900.0,65800.0,-5100.0
1461,503,94400.0,92100.0,-2300.0
1462,137,328400.0,401300.0,72900.0
1463,2216,204600.0,204200.0,-400.0
1464,1383,180700.0,185200.0,4500.0
1465,778,86900.0,126800.0,39900.0
1466,2386,152200.0,164300.0,12100.0
1467,926,257400.0,217500.0,-39900.0
1468,96,291200.0,305500.0,14300.0
1469,853,47100.0,50200.0,3100.0
1470,2220,89400.0,110000.0,20600.0
1471,915,85100.0,89900.0,4800.0
1472,1185,123800.0,127100.0,3300.0
1473,1602,80600.0,71600.0,-9000.0
1474,112,138100.0,150000.0,11900.0
1475,2161,111222.0,152534.0,41312.0
1476,1722,107852.0,99279.0,-8573.0
1477,1858,190100.0,184200.0,-5900.0
1478,454,208400.0,212100.0,3700.0
1479,967,71000.0,76500.0,5500.0
1480,1564,94700.0,113300.0,18600.0
1481,646,134000.0,136700.0,2700.0
1482,719,71100.0,67900.0,-3200.0
1483,517,95600.0,94300.0,-1300.0
1484,1953,280100.0,267300.0,-12800.0
1485,255,134200.0,130900.0,-3300.0
1486,472,127600.0,135900.0,8300.0
1487,250,168300.0,170800.0,2500.0
1488,389,160500.0,139500.0,-21000.0
1489,1784,115500.0,120300.0,4800.0
1490,1844,143900.0,159800.0,15900.0
1491,475,74000.0,68100.0,-5900.0
1492,395,107300.0,108300.0,1000.0
1493,3037,71427.0,78891.0,7464.0
1494,1330,74500.0,77100.0,2600.0
1495,2422,178400.0,178700.0,300.0
1496,2892,116800.0,125000.0,8200.0
1497,935,113600.0,126400.0,12800.0
1498,1756,254200.0,238600.0,-15600.0
1499,668,101755.0,93500.0,-8255.0
1500,1945,75200.0,68000.0,-7200.0
1501,1011,100100.0,87600.0,-12500.0
1502,869,107200.0,103700.0,-3500.0
1503,1657,171300.0,171000.0,-300.0
1504,42,241600.0,241400.0,-200.0
1505,120,268000.0,325700.0,57700.0
1506,70,201400.0,187900.0,-13500.0
1507,263,112900.0,112700.0,-200.0
1508,124,122100.0,119900.0,-2200.0
1509,2111,76400.0,73900.0,-2500.0
1510,1473,96400.0,104800.0,8400.0
1511,1519,139000.0,141900.0,2900.0
1512,747,109400.0,105900.0,-3500.0
1513,1426,95700.0,77900.0,-17800.0
1514,1852,183700.0,170200.0,-13500.0
1515,1633,109600.0,113800.0,4200.0
1516,373,349900.0,299900.0,-50000.0
1517,749,105400.0,118500.0,13100.0
1518,1432,112800.0,119100.0,6300.0
1519,1500,131700.0,146300.0,14600.0
1520,2540,201000.0,201200.0,200.0
1521,610,303600.0,295500.0,-8100.0
1522,7,428200.0,490900.0,62700.0
1523,1916,165800.0,141000.0,-24800.0
1524,218,186000.0,176600.0,-9400.0
1525,1961,72800.0,93600.0,20800.0
1526,1408,72200.0,79900.0,7700.0
1527,92,184500.0,191800.0,7300.0
1528,2531,81500.0,119500.0,38000.0
1529,1332,136900.0,143600.0,6700.0
1530,2047,62100.0,57800.0,-4300.0
1531,1796,81700.0,88300.0,6600.0
1532,1301,117500.0,109300.0,-8200.0
1533,1302,143900.0,152700.0,8800.0
1534,1318,101400.0,109700.0,8300.0
1535,1611,171100.0,176600.0,5500.0
1536,2709,86200.0,85400.0,-800.0
1537,1057,77184.0,95201.0,18017.0
1538,2416,66200.0,74700.0,8500.0
1539,1464,84200.0,81100.0,-3100.0
1540,262,166400.0,164200.0,-2200.0
1541,2282,80873.0,84674.0,3801.0
1542,1715,88700.0,94000.0,5300.0
1543,501,166700.0,175800.0,9100.0
1544,2606,52800.0,46800.0,-6000.0
1545,2496,71800.0,74300.0,2500.0
1546,2510,78800.0,106300.0,27500.0
1547,317,85700.0,84800.0,-900.0
1548,123,131600.0,114200.0,-17400.0
1549,204,160000.0,150800.0,-9200.0
1550,1254,84900.0,77700.0,-7200.0
1551,101,382000.0,400800.0,18800.0
1552,1435,173300.0,164100.0,-9200.0
1553,1954,99300.0,114000.0,14700.0
1554,1738,102100.0,100800.0,-1300.0
1555,8,217000.0,302200.0,85200.0
1556,1506,110300.0,105600.0,-4700.0
1557,384,118900.0,103900.0,-15000.0
1558,400,173500.0,170000.0,-3500.0
1559,490,132100.0,141300.0,9200.0
1560,2272,69400.0,78700.0,9300.0
1561,301,69700.0,59700.0,-10000.0
1562,1295,89500.0,89600.0,100.0
1563,258,114700.0,117700.0,3000.0
1564,889,170400.0,161400.0,-9000.0
1565,1391,123300.0,114400.0,-8900.0
1566,1376,71600.0,64800.0,-6800.0
1567,1220,256300.0,273400.0,17100.0
1568,450,175000.0,174300.0,-700.0
1569,147,413800.0,385600.0,-28200.0
1570,438,192500.0,208900.0,16400.0
1571,1147,57300.0,67500.0,10200.0
1572,416,133500.0,133900.0,400.0
1573,1810,71900.0,81700.0,9800.0
1574,442,92300.0,96800.0,4500.0
1575,868,406700.0,398200.0,-8500.0
1576,291,118500.0,108000.0,-10500.0
1577,2677,80100.0,84100.0,4000.0
1578,1897,87800.0,85100.0,-2700.0
1579,1511,91100.0,107000.0,15900.0
1580,569,108200.0,80100.0,-28100.0
1581,2424,72600.0,58200.0,-14400.0
1582,481,108600.0,98700.0,-9900.0
1583,168,142200.0,158500.0,16300.0
1584,519,163600.0,147200.0,-16400.0
1585,19,217200.0,278800.0,61600.0
1586,742,160200.0,179300.0,19100.0
1587,1255,84200.0,86600.0,2400.0
1588,1656,96200.0,113800.0,17600.0
1589,1515,174300.0,172100.0,-2200.0
1590,132,184800.0,185300.0,500.0
1591,424,145800.0,146400.0,600.0
1592,1229,100200.0,85900.0,-14300.0
1593,1280,93300.0,108300.0,15000.0
1594,2359,86600.0,95600.0,9000.0
1595,422,187600.0,200000.0,12400.0
1596,1461,84900.0,86500.0,1600.0
1597,2706,92800.0,68500.0,-24300.0
1598,1560,125200.0,131500.0,6300.0
1599,1261,237000.0,250800.0,13800.0
1600,1233,104233.0,86689.0,-17544.0
1601,1477,74285.0,79126.0,4841.0
1602,1394,89500.0,117200.0,27700.0
1603,344,68600.0,73700.0,5100.0
1604,143,119000.0,99500.0,-19500.0
1605,212,121500.0,125700.0,4200.0
1606,28,159700.0,150000.0,-9700.0
1607,1225,115000.0,138700.0,23700.0
1608,2009,67788.0,77400.0,9612.0
1609,357,273400.0,252400.0,-21000.0
1610,1244,176500.0,170200.0,-6300.0
1611,848,152100.0,144000.0,-8100.0
1612,492,163300.0,143900.0,-19400.0
1613,353,130200.0,134200.0,4000.0
1614,2486,36900.0,43300.0,6400.0
1615,1499,106831.0,108100.0,1269.0
1616,1166,243800.0,258600.0,14800.0
1617,505,92300.0,99600.0,7300.0
1618,556,301100.0,443800.0,142700.0
1619,9,193000.0,264500.0,71500.0
1620,3,366900.0,473700.0,106800.0
1621,47,700800.0,1070900.0,370100.0
1622,1774,94200.0,98900.0,4700.0
1623,63,179800.0,265300.0,85500.0
1624,1323,170922.0,162633.0,-8289.0
1625,984,496800.0,453800.0,-43000.0
1626,165,417200.0,492200.0,75000.0
1627,61,655700.0,990600.0,334900.0
1628,1976,626300.0,549200.0,-77100.0
1629,1462,100800.0,107500.0,6700.0
1630,1319,188600.0,168300.0,-20300.0
1631,521,95400.0,92300.0,-3100.0
1632,1257,108200.0,114700.0,6500.0
1633,1583,57284.0,74619.0,17335.0
1634,2191,149800.0,163300.0,13500.0
1635,114,445400.0,524300.0,78900.0
1636,13,583200.0,895300.0,312100.0
1637,614,121400.0,114800.0,-6600.0
1638,170,547300.0,673900.0,126600.0
1639,1299,317200.0,273500.0,-43700.0
1640,1291,159000.0,163300.0,4300.0
1641,1204,160400.0,199400.0,39000.0
1642,193,227100.0,238400.0,11300.0
1643,264,144300.0,165500.0,21200.0
1644,514,147100.0,147000.0,-100.0
1645,912,111073.0,134323.0,23250.0
1646,1912,168900.0,160500.0,-8400.0
1647,270,160200.0,150400.0,-9800.0
1648,771,125600.0,121200.0,-4400.0
1649,942,91854.0,101935.0,10081.0
1650,282,63800.0,61300.0,-2500.0
1651,435,57500.0,67000.0,9500.0
1652,736,75100.0,66800.0,-8300.0
1653,249,129600.0,138700.0,9100.0
1654,2206,85000.0,79700.0,-5300.0
1655,1549,150200.0,151200.0,1000.0
1656,309,214100.0,235600.0,21500.0
1657,2663,113300.0,64000.0,-49300.0
1658,2225,63265.0,61647.0,-1618.0
1659,873,74400.0,71700.0,-2700.0
1660,724,93400.0,100900.0,7500.0
1661,314,103700.0,100200.0,-3500.0
1662,1191,118400.0,112900.0,-5500.0
1663,1199,177400.0,181200.0,3800.0
1664,841,39500.0,40900.0,1400.0
1665,743,86500.0,88600.0,2100.0
1666,545,80900.0,81000.0,100.0
1667,1938,81900.0,84700.0,2800.0
1668,666,76400.0,70100.0,-6300.0
1669,1381,147200.0,142000.0,-5200.0
1670,1855,143000.0,169000.0,26000.0
1671,2059,88600.0,98800.0,10200.0
1672,968,123500.0,144600.0,21100.0
1673,962,68100.0,61900.0,-6200.0
1674,233,202200.0,213800.0,11600.0
1675,1596,103500.0,99600.0,-3900.0
1676,1270,106900.0,106800.0,-100.0
1677,337,129600.0,120500.0,-9100.0
1678,219,183400.0,187900.0,4500.0
1679,1574,115000.0,110900.0,-4100.0
1680,1594,157800.0,158500.0,700.0
1681,598,106900.0,117000.0,10100.0
1682,35,93400.0,92100.0,-1300.0
1683,2201,71300.0,81000.0,9700.0
1684,673,170600.0,166200.0,-4400.0
1685,412,159200.0,190000.0,30800.0
1686,1737,204700.0,221900.0,17200.0
1687,1437,85952.0,79395.0,-6557.0
1688,1950,113000.0,106100.0,-6900.0
1689,2121,71200.0,68700.0,-2500.0
1690,757,128300.0,148500.0,20200.0
1691,641,163600.0,150200.0,-13400.0
1692,2541,307900.0,361500.0,53600.0
1693,331,245300.0,242700.0,-2600.0
1694,1056,237600.0,234400.0,-3200.0
1695,2669,90400.0,93400.0,3000.0
1696,931,82500.0,91400.0,8900.0
1697,1250,122200.0,126700.0,4500.0
1698,779,68500.0,67800.0,-700.0
1699,62,293900.0,321300.0,27400.0
1700,697,128100.0,133100.0,5000.0
1701,117,240300.0,334200.0,93900.0
1702,828,114200.0,95700.0,-18500.0
1703,575,78561.0,84170.0,5609.0
1704,140,373200.0,359400.0,-13800.0
1705,443,87100.0,83000.0,-4100.0
1706,2392,180300.0,206200.0,25900.0
1707,99,391000.0,502700.0,111700.0
1708,937,143056.0,134498.0,-8558.0
1709,1465,86200.0,70400.0,-15800.0
1710,160,107400.0,109100.0,1700.0
1711,2067,91900.0,98400.0,6500.0
1712,2085,155600.0,160000.0,4400.0
1713,100,169500.0,165800.0,-3700.0
1714,322,205900.0,223100.0,17200.0
1715,310,264200.0,286800.0,22600.0
1716,90,158200.0,229100.0,70900.0
1717,525,118000.0,108600.0,-9400.0
1718,1989,147700.0,243800.0,96100.0
1719,127,102600.0,103800.0,1200.0
1720,1823,85700.0,87600.0,1900.0
1721,2662,62800.0,71500.0,8700.0
1722,863,147800.0,135800.0,-12000.0
1723,278,152500.0,154000.0,1500.0
1724,733,142200.0,137500.0,-4700.0
1725,1775,99300.0,83600.0,-15700.0
1726,639,59900.0,59200.0,-700.0
1727,2362,56500.0,67600.0,11100.0
1728,1545,96400.0,83800.0,-12600.0
1729,1682,122200.0,124100.0,1900.0
1730,375,77600.0,87200.0,9600.0
1731,654,124900.0,134700.0,9800.0
1732,1946,83000.0,84900.0,1900.0
1733,2138,167952.0,177000.0,9048.0
1734,615,120500.0,119900.0,-600.0
1735,1713,134900.0,137000.0,2100.0
1736,2264,130100.0,102800.0,-27300.0
1737,1142,194305.0,217292.0,22987.0
1738,405,136900.0,150700.0,13800.0
1739,1327,191400.0,192200.0,800.0
1740,2493,95100.0,139000.0,43900.0
1741,421,229900.0,207700.0,-22200.0
1742,59,306800.0,415900.0,109100.0
1743,18,354700.0,339100.0,-15600.0
1744,2230,37603.0,47431.0,9828.0
1745,1580,168700.0,163700.0,-5000.0
1746,444,156100.0,135800.0,-20300.0
1747,1286,105300.0,109700.0,4400.0
1748,2302,49100.0,54300.0,5200.0
1749,1758,527600.0,542900.0,15300.0
1750,81,112500.0,106500.0,-6000.0
1751,1649,487900.0,524000.0,36100.0
1752,1813,72500.0,68800.0,-3700.0
1753,257,158300.0,172500.0,14200.0
1754,1377,195000.0,235300.0,40300.0
1755,1701,78600.0,74100.0,-4500.0
1756,350,64800.0,50100.0,-14700.0
1757,462,102700.0,96800.0,-5900.0
1758,2548,110400.0,120100.0,9700.0
1759,659,97900.0,115900.0,18000.0
1760,215,240700.0,241200.0,500.0
1761,281,255300.0,213100.0,-42200.0
1762,390,177000.0,213800.0,36800.0
1763,1601,111900.0,101600.0,-10300.0
1764,1016,134700.0,117500.0,-17200.0
1765,2449,174800.0,180900.0,6100.0
1766,1579,171100.0,207700.0,36600.0
1767,2349,92600.0,78500.0,-14100.0
1768,714,297600.0,276100.0,-21500.0
1769,1399,101000.0,86700.0,-14300.0
1770,1600,105000.0,99900.0,-5100.0
1771,1523,116100.0,119200.0,3100.0
1772,1329,121800.0,117500.0,-4300.0
1773,12,131400.0,146300.0,14900.0
1774,2035,117600.0,108500.0,-9100.0
1775,1793,89399.0,86175.0,-3224.0
1776,1992,77900.0,64500.0,-13400.0
1777,855,87300.0,87500.0,200.0
1778,1321,88300.0,99400.0,11100.0
1779,1314,116300.0,117000.0,700.0
1780,637,91188.0,83167.0,-8021.0
1781,504,122400.0,154400.0,32000.0
1782,870,187000.0,219100.0,32100.0
1783,1341,121300.0,147700.0,26400.0
1784,2860,70400.0,70600.0,200.0
1785,1966,276600.0,252600.0,-24000.0
1786,1851,703800.0,699900.0,-3900.0
1787,1572,103000.0,102400.0,-600.0
1788,175,251000.0,235700.0,-15300.0
1789,1613,112300.0,108500.0,-3800.0
1790,843,255200.0,242300.0,-12900.0
1791,585,100400.0,106100.0,5700.0
1792,674,88400.0,103500.0,15100.0
1793,1273,130600.0,128800.0,-1800.0
1794,2094,91900.0,91600.0,-300.0
1795,520,114300.0,113200.0,-1100.0
1796,2245,97800.0,99600.0,1800.0
1797,1709,89000.0,100500.0,11500.0
1798,1802,83400.0,88100.0,4700.0
1799,275,224600.0,200600.0,-24000.0
1800,1348,102000.0,131000.0,29000.0
1801,366,160500.0,181500.0,21000.0
1802,1486,173000.0,199300.0,26300.0
1803,2193,87500.0,87500.0,0.0
1804,1964,198300.0,174100.0,-24200.0
1805,2885,75400.0,109600.0,34200.0
1806,767,185700.0,173200.0,-12500.0
1807,2661,67300.0,43300.0,-24000.0
1808,1167,209700.0,265900.0,56200.0
1809,801,113200.0,123000.0,9800.0
1810,1937,85300.0,85300.0,0.0
1811,1024,179500.0,172800.0,-6700.0
1812,1454,99600.0,94500.0,-5100.0
1813,1099,87500.0,88200.0,700.0
1814,200,74700.0,69900.0,-4800.0
1815,2005,74600.0,77000.0,2400.0
1816,106,145800.0,159600.0,13800.0
1817,74,113000.0,115300.0,2300.0
1818,220,140100.0,144200.0,4100.0
1819,398,85700.0,105700.0,20000.0
1820,1412,138900.0,151100.0,12200.0
1821,2064,73700.0,85400.0,11700.0
1822,2066,175300.0,195000.0,19700.0
1823,1706,177400.0,199200.0,21800.0
1824,227,219300.0,182800.0,-36500.0
1825,451,132700.0,145100.0,12400.0
1826,943,89100.0,89600.0,500.0
1827,677,73817.0,74536.0,719.0
1828,1849,164700.0,156800.0,-7900.0
1829,2685,81800.0,67100.0,-14700.0
1830,2574,78500.0,73400.0,-5100.0
1831,2060,75700.0,88600.0,12900.0
1832,208,160800.0,172000.0,11200.0
1833,84,318600.0,280300.0,-38300.0
1834,574,151600.0,168200.0,16600.0
1835,837,138500.0,153500.0,15000.0
1836,932,96300.0,97700.0,1400.0
1837,1620,101800.0,113900.0,12100.0
1838,1764,69100.0,60900.0,-8200.0
1839,1189,239600.0,246200.0,6600.0
1840,2198,75000.0,88300.0,13300.0
1841,1536,95400.0,110300.0,14900.0
1842,1415,130900.0,123300.0,-7600.0
1843,1967,267400.0,250600.0,-16800.0
1844,961,75500.0,71800.0,-3700.0
1845,1416,107100.0,108600.0,1500.0
1846,2438,62300.0,51400.0,-10900.0
1847,802,79200.0,82300.0,3100.0
1848,1517,97400.0,110300.0,12900.0
1849,635,98400.0,80300.0,-18100.0
1850,1268,105200.0,96400.0,-8800.0
1851,557,64700.0,68100.0,3400.0
1852,45,409900.0,499700.0,89800.0
1853,1401,54700.0,52800.0,-1900.0
1854,1488,66400.0,59300.0,-7100.0
1855,2670,44400.0,46500.0,2100.0
1856,2010,77100.0,82000.0,4900.0
1857,794,103000.0,119000.0,16000.0
1858,1389,114400.0,140800.0,26400.0
1859,1352,80700.0,74700.0,-6000.0
1860,897,163000.0,171900.0,8900.0
1861,109,249700.0,239700.0,-10000.0
1862,1192,133100.0,135500.0,2400.0
1863,1987,88000.0,85800.0,-2200.0
1864,1841,154500.0,160300.0,5800.0
1865,2304,93524.0,86322.0,-7202.0
1866,464,120000.0,122500.0,2500.0
1867,40,217300.0,232000.0,14700.0
1868,1724,142700.0,131000.0,-11700.0
1869,1625,122151.0,140053.0,17902.0
1870,484,37700.0,72800.0,35100.0
1871,1448,89800.0,86100.0,-3700.0
1872,1449,123700.0,144100.0,20400.0
1873,537,181800.0,181500.0,-300.0
1874,1582,134145.0,152245.0,18100.0
1875,2863,60300.0,79000.0,18700.0
1876,2285,95100.0,99000.0,3900.0
1877,1503,253500.0,293600.0,40100.0
1878,1392,138000.0,143000.0,5000.0
1879,363,182800.0,167300.0,-15500.0
1880,740,65000.0,67500.0,2500.0
1881,1476,153700.0,233900.0,80200.0
1882,2676,48200.0,67200.0,19000.0
1883,1650,77300.0,70900.0,-6400.0
1884,2781,85900.0,42400.0,-43500.0
1885,625,148700.0,156700.0,8000.0
1886,2502,56400.0,59700.0,3300.0
1887,2684,78300.0,78700.0,400.0
1888,342,143600.0,144000.0,400.0
1889,1707,148000.0,145800.0,-2200.0
1890,1537,113900.0,114400.0,500.0
1891,345,248700.0,206900.0,-41800.0
1892,493,186400.0,187400.0,1000.0
1893,198,166200.0,179900.0,13700.0
1894,1599,67432.0,73225.0,5793.0
1895,1615,72000.0,76100.0,4100.0
1896,717,189100.0,185300.0,-3800.0
1897,1482,134900.0,140800.0,5900.0
1898,1819,295800.0,322400.0,26600.0
1899,845,177200.0,184900.0,7700.0
1900,1873,118984.0,119053.0,69.0
1901,2390,155500.0,161400.0,5900.0
1902,206,139600.0,141700.0,2100.0
1903,1801,92000.0,81100.0,-10900.0
1904,2228,115200.0,126300.0,11100.0
1905,2037,102900.0,92400.0,-10500.0
1906,1550,63400.0,66900.0,3500.0
1907,283,173100.0,158800.0,-14300.0
1908,183,225400.0,241900.0,16500.0
1909,2168,64300.0,61800.0,-2500.0
1910,921,178600.0,150300.0,-28300.0
1911,506,125900.0,132400.0,6500.0
1912,516,89900.0,106700.0,16800.0
1913,587,85300.0,76500.0,-8800.0
1914,87,263800.0,308600.0,44800.0
1915,201,110400.0,130200.0,19800.0
1916,313,299500.0,303100.0,3600.0
1917,320,123600.0,127500.0,3900.0
1918,1684,131900.0,154800.0,22900.0
1919,1308,232100.0,219600.0,-12500.0
1920,558,120800.0,123800.0,3000.0
1921,532,186600.0,188600.0,2000.0
1922,304,200900.0,193800.0,-7100.0
1923,115,208700.0,258700.0,50000.0
1924,1206,167700.0,218200.0,50500.0
1925,586,234000.0,215700.0,-18300.0
1926,122,235200.0,238900.0,3700.0
1927,573,118400.0,119500.0,1100.0
1928,856,120400.0,115500.0,-4900.0
1929,2028,91283.0,91339.0,56.0
1930,1445,87200.0,73300.0,-13900.0
1931,2069,84200.0,66400.0,-17800.0
1932,1159,57700.0,49500.0,-8200.0
1933,2239,88600.0,85300.0,-3300.0
1934,321,83300.0,77200.0,-6100.0
1935,392,103300.0,111600.0,8300.0
1936,340,115900.0,122100.0,6200.0
1937,570,150800.0,145400.0,-5400.0
1938,1903,52400.0,64700.0,12300.0
1939,664,70341.0,70612.0,271.0
1940,903,150700.0,135800.0,-14900.0
1941,1671,64200.0,68200.0,4000.0
1942,1240,117800.0,117900.0,100.0
1943,1245,180400.0,170500.0,-9900.0
1944,711,74800.0,75000.0,200.0
1945,2474,46000.0,52600.0,6600.0
1946,173,167900.0,227800.0,59900.0
1947,1761,97600.0,98400.0,800.0
1948,2210,147200.0,171200.0,24000.0
1949,2513,184500.0,213900.0,29400.0
1950,32,542500.0,542300.0,-200.0
1951,131,109600.0,117200.0,7600.0
1952,956,178100.0,162200.0,-15900.0
1953,1704,66900.0,74000.0,7100.0
1954,1603,93400.0,108000.0,14600.0
1955,209,262800.0,272200.0,9400.0
1956,3043,110162.0,114562.0,4400.0
1957,2692,93200.0,97400.0,4200.0
1958,448,94600.0,101100.0,6500.0
1959,1765,154100.0,137200.0,-16900.0
1960,1809,70900.0,81400.0,10500.0
1961,1787,75700.0,82500.0,6800.0
1962,1484,83000.0,80700.0,-2300.0
1963,1360,102000.0,99800.0,-2200.0
1964,1692,121000.0,125200.0,4200.0
1965,1322,79700.0,75500.0,-4200.0
1966,380,157600.0,138200.0,-19400.0
1967,2310,49700.0,55300.0,5600.0
1968,2693,57100.0,51600.0,-5500.0
1969,1444,126600.0,114500.0,-12100.0
1970,1180,201700.0,185300.0,-16400.0
1971,2491,54900.0,54600.0,-300.0
1972,2223,89700.0,188600.0,98900.0
1973,716,79900.0,82400.0,2500.0
1974,1013,244100.0,240200.0,-3900.0
1975,1456,87400.0,80500.0,-6900.0
1976,226,313900.0,367300.0,53400.0
1977,1200,183800.0,221300.0,37500.0
1978,432,124700.0,118200.0,-6500.0
1979,341,179900.0,209700.0,29800.0
1980,1585,181500.0,219300.0,37800.0
1981,831,207300.0,203000.0,-4300.0
1982,329,176900.0,151800.0,-25100.0
1983,644,188800.0,170000.0,-18800.0
1984,546,169900.0,182700.0,12800.0
1985,2899,66900.0,66600.0,-300.0
1986,2700,76900.0,77500.0,600.0
1987,1219,115000.0,86500.0,-28500.0
1988,244,143600.0,153900.0,10300.0
1989,580,129100.0,141600.0,12500.0
1990,534,155000.0,154700.0,-300.0
1991,315,118500.0,125500.0,7000.0
1992,458,97500.0,100900.0,3400.0
1993,415,84300.0,94300.0,10000.0
1994,364,81800.0,98400.0,16600.0
1995,1626,132700.0,141800.0,9100.0
1996,2378,43676.0,56011.0,12335.0
1997,924,73300.0,79400.0,6100.0
1998,51,220400.0,223100.0,2700.0
1999,581,258100.0,221100.0,-37000.0
2000,2229,84800.0,88500.0,3700.0
2001,316,164600.0,196200.0,31600.0
2002,1284,70000.0,60200.0,-9800.0
2003,670,94600.0,95900.0,1300.0
2004,810,134400.0,134500.0,100.0
2005,797,106736.0,107700.0,964.0
2006,179,142300.0,154400.0,12100.0
2007,374,213100.0,229800.0,16700.0
2008,2488,127700.0,144800.0,17100.0
2009,842,111600.0,125000.0,13400.0
2010,199,211300.0,230700.0,19400.0
2011,2190,78600.0,80700.0,2100.0
2012,1294,187900.0,206900.0,19000.0
2013,210,286300.0,346300.0,60000.0
2014,216,217600.0,229600.0,12000.0
2015,110,170600.0,153500.0,-17100.0
2016,189,140200.0,146300.0,6100.0
2017,494,293400.0,276100.0,-17300.0
2018,2256,68000.0,78900.0,10900.0
2019,467,159700.0,190400.0,30700.0
2020,217,137100.0,122400.0,-14700.0
2021,2850,80900.0,81100.0,200.0
2022,2675,62200.0,59400.0,-2800.0
